Transition_ID	Relation	Left	Right
T4451	phos	157	390154
T4452	deph	5500	5256
T4453	deph	5516	207
T4454	phos	2268	5293
T4455	phos	27330	4893
T4456	deph	5526	784
T4457	phos	6198	6194
T4458	deph	1850	5599
T4459	phos	5566	7442
T4460	phos	8798	55796
T4461	phos	5291	5747
T4462	phos	157	389090
T4463	phos	1022	6418
T4464	phos	157	343172
T4465	deph	5507	5260
T4466	deph	79660	810
T4467	phos	8792	2212
T4468	phos	157	143502
T4469	phos	815	59283
T4470	phos	1457	1967
T4471	phos	6794	4087
T4472	phos	5894	1432
T4473	phos	6198	2475
T4474	phos	157	26740
T4475	phos	9891	7812
T4476	phos	1025	55746
T4477	phos	6787	23126
T4478	deph	5802	4915
T4479	phos	5563	3059
T4480	phos	10922	7072
T4481	phos	157	390144
T4482	phos	2011	56270
T4483	phos	5580	84254
T4484	phos	409	1234
T4485	phos	658	4088
T4486	phos	2260	10492
T4487	phos	5578	196
T4488	phos	5590	10273
T4489	phos	5595	4084
T4490	phos	8798	51808
T4491	phos	157	286365
T4492	phos	817	6332
T4493	phos	1439	3716
T4494	phos	5567	2771
T4495	phos	7478	8325
T4496	phos	6300	100132074
T4497	phos	4921	5979
T4498	phos	2868	2833
T4499	phos	3055	5290
T4500	phos	5567	5908
T4501	phos	157	390195
T4502	phos	1196	602
T4503	phos	5603	3316
T4504	phos	9263	55269
T4505	phos	6093	3985
T4506	phos	156	10381
T4507	deph	4659	10627
T4508	phos	5579	83700
T4509	phos	6196	140809
T4510	phos	1271	7297
T4511	phos	207	8099
T4512	phos	5293	10000
T4513	phos	816	5598
T4514	phos	2268	4776
T4515	phos	8445	10856
T4516	phos	5602	1822
T4517	phos	1025	4869
T4518	phos	7048	127933
T4519	phos	814	8048
T4520	phos	5594	55616
T4521	phos	8798	10273
T4522	phos	5568	468
T4523	phos	369	94104
T4524	deph	5501	1385
T4525	phos	90	4093
T4526	phos	55589	147808
T4527	deph	1843	5603
T4528	phos	53904	127933
T4529	deph	5516	6198
T4530	phos	1326	1407
T4531	phos	5599	3297
T4532	phos	5578	8805
T4533	deph	5494	9578
T4534	phos	815	995
T4535	deph	5501	9586
T4536	phos	157	127077
T4537	phos	5566	59283
T4538	phos	6789	55796
T4539	deph	5521	783
T4540	phos	5579	4893
T4541	phos	7297	5293
T4542	phos	5058	6615
T4543	phos	6195	6258
T4544	phos	29110	64781
T4545	phos	5566	7428
T4546	deph	5516	8968
T4547	deph	89801	810
T4548	deph	5516	3014
T4549	phos	2932	7791
T4550	deph	8555	25847
T4551	deph	5533	64682
T4552	phos	6794	5565
T4553	phos	57144	3984
T4554	phos	207	8479
T4555	phos	57118	26528
T4556	phos	8428	64410
T4557	phos	7048	7428
T4558	phos	5578	7791
T4559	phos	6789	4188
T4560	phos	7297	54386
T4561	phos	5292	55616
T4562	phos	6416	2017
T4563	phos	9475	5500
T4564	phos	5595	2308
T4565	phos	3570	3718
T4566	phos	1326	5604
T4567	phos	5567	6330
T4568	phos	157	343563
T4569	phos	8798	4869
T4570	phos	10459	64682
T4571	phos	207	90993
T4572	phos	157	390264
T4573	phos	1147	4794
T4574	phos	5599	5468
T4575	deph	5532	1827
T4576	deph	5529	93589
T4577	phos	5566	2903
T4578	phos	8767	5601
T4579	phos	157	390431
T4580	phos	6794	9833
T4581	phos	2932	1026
T4582	phos	814	1051
T4583	phos	5613	3991
T4584	phos	127933	4194
T4585	phos	29904	5562
T4586	phos	5599	11244
T4587	phos	5593	1385
T4588	phos	1019	3344
T4589	deph	28227	10369
T4590	phos	3480	5290
T4591	phos	4352	3716
T4592	phos	4214	6416
T4593	phos	53832	3716
T4594	phos	817	775
T4595	phos	5595	5430
T4596	deph	1845	5603
T4597	phos	5594	322
T4598	phos	5568	486
T4599	phos	7484	8326
T4600	phos	6885	51567
T4601	phos	5566	5923
T4602	phos	2932	148327
T4603	phos	1020	4089
T4604	deph	5515	786
T4605	phos	2932	5504
T4606	phos	6558	115
T4607	phos	5578	2011
T4608	deph	5501	27092
T4609	phos	1019	10856
T4610	phos	157	442361
T4611	deph	1850	1432
T4612	deph	5518	785
T4613	phos	51701	5566
T4614	phos	5603	2309
T4615	phos	2475	8408
T4616	phos	5567	493
T4617	phos	11329	10848
T4618	deph	5533	5502
T4619	deph	5527	775
T4620	phos	818	6330
T4621	phos	80326	8325
T4622	phos	5567	477
T4623	phos	9113	7791
T4624	phos	5599	6256
T4625	phos	91	4089
T4626	phos	10188	2768
T4627	phos	5595	7249
T4628	phos	9263	10657
T4629	phos	5293	5747
T4630	phos	5568	2793
T4631	phos	1196	9667
T4632	phos	127933	127933
T4633	phos	1195	5702
T4634	phos	5597	8870
T4635	deph	11072	5595
T4636	phos	5347	3667
T4637	phos	7473	2535
T4638	phos	1019	10741
T4639	phos	9113	10413
T4640	phos	10110	2308
T4641	phos	5601	4303
T4642	phos	4916	3667
T4643	phos	5602	10273
T4644	phos	5594	5970
T4645	phos	2869	155
T4646	phos	5599	10848
T4647	deph	9110	4088
T4648	phos	1453	2697
T4649	phos	780	1111
T4650	phos	5584	6118
T4651	phos	5613	468
T4652	phos	7048	660
T4653	phos	6195	5506
T4654	deph	28227	27092
T4655	phos	157	390167
T4656	phos	3568	3718
T4657	deph	5501	5261
T4658	phos	2868	7852
T4659	deph	5521	778
T4660	phos	7478	7976
T4661	phos	53832	7297
T4662	phos	5568	2903
T4663	phos	157	390275
T4664	phos	5296	5747
T4665	phos	5058	3984
T4666	phos	5600	3726
T4667	phos	5058	80333
T4668	phos	54861	80095
T4669	phos	5566	6324
T4670	phos	3588	3718
T4671	phos	54899	9322
T4672	deph	5500	3014
T4673	phos	5613	59283
T4674	deph	5515	8350
T4675	deph	5525	27092
T4676	phos	6195	3265
T4677	phos	1459	9406
T4678	phos	7472	8325
T4679	phos	6195	8805
T4680	phos	1019	5134
T4681	phos	157	4995
T4682	deph	5525	779
T4683	deph	5515	150084
T4684	phos	5594	596
T4685	phos	1195	252884
T4686	deph	1852	5600
T4687	phos	5566	6331
T4688	phos	1271	3718
T4689	deph	1847	5594
T4690	phos	1020	23543
T4691	phos	5747	4194
T4692	phos	207	6416
T4693	phos	51231	51406
T4694	phos	5058	57569
T4695	phos	5566	5502
T4696	phos	1457	55170
T4697	phos	207	11244
T4698	phos	5292	8048
T4699	phos	9212	5316
T4700	phos	2263	27254
T4701	phos	5584	56288
T4702	phos	6789	7791
T4703	phos	8550	5887
T4704	phos	1196	9760
T4705	phos	131890	3579
T4706	phos	157	2829
T4707	phos	157	1524
T4708	phos	57761	7791
T4709	deph	5778	5595
T4710	phos	7525	55796
T4711	phos	5566	7812
T4712	deph	1845	5595
T4713	phos	152110	8853
T4714	phos	6237	5594
T4715	deph	5527	786
T4716	phos	5594	1385
T4717	phos	6789	4194
T4718	phos	1019	55320
T4719	phos	5156	5335
T4720	phos	5594	2100
T4721	phos	1020	8048
T4722	deph	5501	116443
T4723	deph	5509	5255
T4724	deph	5528	9254
T4725	phos	6093	5500
T4726	phos	5594	4303
T4727	phos	5594	4170
T4728	phos	9149	5594
T4729	deph	5500	2892
T4730	phos	5613	94235
T4731	phos	6885	10155
T4732	phos	5584	4301
T4733	phos	1019	56478
T4734	phos	7189	1432
T4735	phos	6198	4776
T4736	phos	157	120065
T4737	phos	5594	1027
T4738	phos	10000	84335
T4739	deph	5792	4233
T4740	phos	1196	55320
T4741	phos	2264	11183
T4742	phos	2870	2826
T4743	phos	6787	3175
T4744	phos	815	27092
T4745	phos	5590	2017
T4746	phos	84254	55796
T4747	phos	1459	4776
T4748	phos	5613	778
T4749	phos	5594	5468
T4750	phos	3480	5336
T4751	phos	7048	140809
T4752	phos	5566	2771
T4753	deph	5495	1017
T4754	deph	10217	818
T4755	phos	5568	477
T4756	phos	5590	7205
T4757	phos	815	6262
T4758	deph	5500	785
T4759	phos	5566	84699
T4760	phos	816	109
T4761	phos	1432	2869
T4762	deph	5509	5261
T4763	phos	5063	85366
T4764	phos	814	8682
T4765	phos	5578	51764
T4766	phos	5566	10488
T4767	phos	157	219870
T4768	deph	5789	6774
T4769	phos	8321	2775
T4770	phos	699	4193
T4771	phos	4751	56478
T4772	phos	157	390061
T4773	phos	6195	1051
T4774	phos	1019	65056
T4775	phos	6789	8805
T4776	phos	5567	2890
T4777	phos	6885	5292
T4778	phos	7474	8323
T4779	phos	27330	699
T4780	phos	5580	4233
T4781	phos	51086	2017
T4782	phos	6195	4793
T4783	phos	5582	71
T4784	phos	5290	842
T4785	phos	5600	9252
T4786	phos	57410	8048
T4787	deph	5515	778
T4788	phos	5578	5747
T4789	phos	5568	782
T4790	phos	7477	8321
T4791	phos	157	162998
T4792	phos	207	126353
T4793	deph	5515	5562
T4794	phos	7480	7976
T4795	phos	5058	862
T4796	phos	8445	56339
T4797	phos	3643	25759
T4798	phos	157	120775
T4799	deph	5528	207
T4800	phos	5580	7291
T4801	deph	1843	5595
T4802	deph	55012	59284
T4803	phos	5567	2786
T4804	phos	2475	1978
T4805	phos	5601	4775
T4806	phos	6196	29118
T4807	deph	5507	801
T4808	phos	5566	6256
T4809	phos	5568	2783
T4810	phos	5599	10273
T4811	deph	5516	55799
T4812	phos	3598	3718
T4813	phos	5568	493
T4814	phos	817	786
T4815	deph	89801	163688
T4816	phos	4751	7314
T4817	phos	5600	10848
T4818	phos	1019	5316
T4819	phos	9263	84330
T4820	phos	5568	6330
T4821	phos	8550	7334
T4822	phos	7484	7855
T4823	phos	5603	4747
T4824	phos	10000	842
T4825	phos	8569	79760
T4826	phos	1453	8864
T4827	deph	5527	5502
T4828	phos	1020	5663
T4829	phos	6792	54487
T4830	phos	5582	83700
T4831	phos	6195	4893
T4832	phos	1457	3978
T4833	phos	65975	1398
T4834	phos	8569	1975
T4835	phos	5747	602
T4836	phos	5578	2783
T4837	deph	5515	5592
T4838	phos	5579	59341
T4839	phos	8445	4089
T4840	phos	5347	11244
T4841	phos	9149	5567
T4842	phos	1457	9891
T4843	phos	6196	7538
T4844	phos	657	4093
T4845	phos	9175	84307
T4846	phos	1019	3400
T4847	deph	5500	116443
T4848	phos	5585	8048
T4849	phos	6196	9325
T4850	phos	8576	7458
T4851	phos	11213	9551
T4852	phos	5583	58494
T4853	phos	5594	5469
T4854	phos	5567	3991
T4855	phos	7297	3059
T4856	phos	5598	6446
T4857	deph	54776	4636
T4858	phos	83903	5347
T4859	phos	5567	10681
T4860	phos	5567	2904
T4861	phos	51086	4869
T4862	phos	157	219447
T4863	phos	2868	1230
T4864	phos	815	2317
T4865	phos	814	1385
T4866	phos	5563	4776
T4867	phos	157	138805
T4868	deph	5515	1938
T4869	phos	6198	2017
T4870	phos	9263	10425
T4871	deph	1844	5601
T4872	deph	1845	1432
T4873	phos	818	785
T4874	phos	5608	1831
T4875	deph	5795	5295
T4876	phos	4751	26135
T4877	deph	5519	93589
T4878	phos	5595	9475
T4879	phos	5058	3059
T4880	phos	1019	7812
T4881	phos	699	26155
T4882	deph	5515	6195
T4883	phos	55589	7791
T4884	deph	5795	100528016
T4885	phos	7189	6300
T4886	deph	5801	5603
T4887	phos	8445	7533
T4888	deph	1848	5601
T4889	deph	1849	1432
T4890	deph	5501	818
T4891	phos	8798	94104
T4892	phos	9263	745
T4893	phos	157	401665
T4894	phos	5613	477
T4895	phos	85366	10627
T4896	phos	5594	8576
T4897	phos	5578	9506
T4898	phos	91807	4637
T4899	phos	5578	56848
T4900	phos	5613	2771
T4901	phos	3702	7006
T4902	phos	3984	1073
T4903	phos	5567	2735
T4904	phos	207	3190
T4905	phos	8798	3059
T4906	phos	6733	602
T4907	deph	5516	6416
T4908	phos	157	390199
T4909	phos	207	9882
T4910	phos	2932	7319
T4911	phos	157	26595
T4912	phos	5602	3727
T4913	phos	9448	4214
T4914	phos	8324	2775
T4915	phos	4342	8048
T4916	phos	6196	9667
T4917	phos	5578	9322
T4918	phos	7525	55616
T4919	phos	5595	5567
T4920	phos	5613	782
T4921	deph	80824	1432
T4922	phos	5347	7766
T4923	phos	1019	9775
T4924	phos	1195	55869
T4925	phos	25	399694
T4926	phos	156	1234
T4927	deph	5501	786
T4928	deph	23035	5579
T4929	phos	5562	1407
T4930	phos	7525	11163
T4931	phos	673	5594
T4932	phos	3718	5294
T4933	phos	7189	5594
T4934	phos	6792	6945
T4935	phos	131890	10803
T4936	phos	2869	9322
T4937	deph	55012	778
T4938	phos	157	144124
T4939	phos	5593	5332
T4940	phos	5595	3190
T4941	phos	815	286151
T4942	phos	2932	23676
T4943	phos	157	390079
T4944	phos	660	80230
T4945	phos	2042	6426
T4946	phos	51422	100132074
T4947	deph	5516	51135
T4948	phos	5613	6332
T4949	phos	5594	4193
T4950	deph	8651	3643
T4951	phos	83903	745
T4952	phos	25	1398
T4953	deph	11221	5594
T4954	phos	2042	2107
T4955	deph	1850	6300
T4956	phos	84254	10856
T4957	deph	5506	801
T4958	phos	6794	54861
T4959	phos	699	745
T4960	phos	30849	5580
T4961	phos	1018	4194
T4962	phos	5578	83700
T4963	phos	5599	4869
T4964	phos	157	8392
T4965	deph	5516	6788
T4966	phos	5562	31
T4967	phos	5595	11244
T4968	phos	818	6324
T4969	phos	2260	7812
T4970	phos	2932	4775
T4971	deph	55844	59283
T4972	phos	147746	55616
T4973	phos	157	390190
T4974	deph	5500	776
T4975	phos	10000	2309
T4976	phos	157	390081
T4977	phos	5578	2790
T4978	phos	5592	5997
T4979	phos	5604	5595
T4980	phos	613	53358
T4981	phos	5563	7812
T4982	phos	11329	113130
T4983	phos	2770	5594
T4984	phos	369	6426
T4985	phos	8445	10951
T4986	phos	157	341799
T4987	phos	9263	11037
T4988	deph	5525	786
T4989	phos	1452	4194
T4990	phos	5566	491
T4991	deph	5500	10369
T4992	phos	5590	9552
T4993	phos	4916	6464
T4994	deph	5520	6262
T4995	phos	2241	1500
T4996	phos	5562	1408
T4997	phos	8569	6945
T4998	phos	4882	7335
T4999	deph	29085	121504
T5000	deph	151742	10087
T5001	deph	93650	2066
T5002	phos	29904	56000
T5003	phos	284086	127933
T5004	phos	65125	5594
T5005	phos	6093	4660
T5006	phos	6732	4776
T5007	phos	5567	94235
T5008	phos	7525	4089
T5009	phos	5062	340156
T5010	phos	5255	5834
T5011	phos	157	81099
T5012	deph	55012	27092
T5013	deph	5535	51433
T5014	phos	1455	2736
T5015	phos	6733	55596
T5016	phos	1454	4089
T5017	phos	6416	1974
T5018	phos	5058	5894
T5019	deph	5516	139728
T5020	phos	5578	60
T5021	phos	5566	1385
T5022	phos	5590	7314
T5023	phos	9263	3663
T5024	phos	5563	6196
T5025	phos	5579	2786
T5026	phos	6792	9775
T5027	phos	2868	3577
T5028	phos	5568	2736
T5029	phos	7048	10073
T5030	phos	5598	27330
T5031	deph	5501	8355
T5032	deph	1849	5595
T5033	deph	78986	1432
T5034	phos	5579	60
T5035	deph	29085	8363
T5036	deph	5506	808
T5037	phos	10110	5566
T5038	phos	8550	23676
T5039	phos	5295	207
T5040	phos	6196	9088
T5041	phos	5599	7205
T5042	deph	248	8332
T5043	phos	1019	23081
T5044	phos	3588	7297
T5045	phos	1457	11244
T5046	phos	6446	2309
T5047	phos	8767	51265
T5048	phos	369	5601
T5049	phos	157	119687
T5050	phos	4752	56916
T5051	phos	9212	1058
T5052	phos	163688	5834
T5053	phos	55359	56957
T5054	phos	6794	9325
T5055	phos	101930123	1938
T5056	deph	5515	10413
T5057	phos	5568	2892
T5058	deph	5533	246184
T5059	phos	1020	2017
T5060	phos	8767	1398
T5061	deph	5791	5594
T5062	phos	5753	55796
T5063	phos	7855	2775
T5064	deph	5496	8161
T5065	phos	157	219482
T5066	phos	157	26494
T5067	phos	2260	3059
T5068	deph	89801	5256
T5069	phos	5292	3059
T5070	phos	5580	8048
T5071	phos	5567	59283
T5072	phos	9212	4188
T5073	phos	5129	9322
T5074	phos	4882	54962
T5075	phos	5603	994
T5076	deph	5520	6788
T5077	phos	5578	158809
T5078	deph	5533	6554
T5079	phos	6788	9113
T5080	phos	6885	56957
T5081	deph	5526	93589
T5082	phos	4296	4089
T5083	deph	5528	59284
T5084	phos	157	390181
T5085	phos	207	3059
T5086	phos	2263	55323
T5087	deph	4659	140465
T5088	deph	5528	776
T5089	phos	1459	84991
T5090	phos	1020	8099
T5091	phos	157	153
T5092	phos	817	10368
T5093	phos	5567	775
T5094	phos	5578	2033
T5095	deph	54776	93408
T5096	phos	1017	2308
T5097	phos	5580	1025
T5098	phos	90	3300
T5099	phos	369	10137
T5100	phos	8798	6300
T5101	phos	5568	1388
T5102	phos	4233	2017
T5103	phos	5566	7518
T5104	phos	5595	57369
T5105	deph	5529	775
T5106	phos	5566	10856
T5107	phos	9263	4691
T5108	phos	2868	10803
T5109	phos	55359	10152
T5110	phos	83931	5985
T5111	phos	57118	11331
T5112	phos	127933	7514
T5113	phos	9263	26528
T5114	deph	4660	93408
T5115	phos	7048	7458
T5116	phos	5567	482
T5117	phos	5592	779
T5118	phos	5613	2902
T5119	phos	90	9604
T5120	phos	2869	1233
T5121	phos	51384	8326
T5122	phos	5582	2788
T5123	phos	81029	8324
T5124	phos	5599	22823
T5125	phos	814	5860
T5126	deph	5515	5578
T5127	phos	207	3398
T5128	phos	157	138883
T5129	phos	1432	4149
T5130	phos	207	51631
T5131	phos	5578	60313
T5132	phos	4088	4086
T5133	phos	7867	468
T5134	phos	2011	155061
T5135	deph	5516	782
T5136	phos	5571	4303
T5137	phos	5613	2783
T5138	deph	5500	5747
T5139	phos	2263	147808
T5140	phos	9263	7538
T5141	deph	5501	3014
T5142	phos	5594	90993
T5143	phos	5747	56950
T5144	phos	11200	672
T5145	phos	5613	491
T5146	phos	5566	2735
T5147	phos	6794	4139
T5148	phos	1022	22858
T5149	phos	157	79541
T5150	phos	4214	5599
T5151	phos	5566	93589
T5152	phos	5595	9252
T5153	deph	23239	10000
T5154	phos	284086	55796
T5155	phos	5578	728
T5156	phos	157	135924
T5157	deph	5515	139728
T5158	phos	817	660
T5159	phos	9263	57209
T5160	deph	5515	8851
T5161	deph	8493	7374
T5162	phos	284086	7262
T5163	phos	9263	8284
T5164	phos	7297	5511
T5165	phos	57761	84254
T5166	phos	5590	5132
T5167	phos	157	26692
T5168	phos	11329	4776
T5169	phos	157	26538
T5170	phos	3597	3716
T5171	phos	2263	745
T5172	phos	2263	602
T5173	phos	2263	4089
T5174	deph	5519	778
T5175	phos	53944	94104
T5176	deph	5791	3643
T5177	phos	5567	5923
T5178	phos	6196	4089
T5179	phos	5600	4149
T5180	phos	5594	1843
T5181	deph	5500	9451
T5182	phos	5592	64764
T5183	phos	7483	8323
T5184	phos	5613	2892
T5185	deph	5518	776
T5186	deph	5523	782
T5187	phos	1432	8805
T5188	deph	5501	995
T5189	phos	1432	51283
T5190	phos	2444	50804
T5191	phos	1432	5594
T5192	phos	157	341152
T5193	phos	5566	94104
T5194	phos	84254	55269
T5195	phos	8517	4792
T5196	phos	2771	6300
T5197	phos	2475	3667
T5198	phos	1454	56478
T5199	phos	1432	122953
T5200	phos	658	10152
T5201	phos	51422	2309
T5202	phos	207	80306
T5203	phos	5563	7791
T5204	phos	7471	8322
T5205	phos	5595	4602
T5206	phos	5568	1387
T5207	phos	5585	25771
T5208	deph	249	8329
T5209	phos	51086	1073
T5210	phos	5592	2768
T5211	phos	6197	3265
T5212	phos	5568	90993
T5213	deph	5516	1409
T5214	phos	1439	7297
T5215	phos	780	10848
T5216	phos	2869	3577
T5217	phos	157	26341
T5218	phos	5599	8721
T5219	phos	5578	59341
T5220	phos	8517	8471
T5221	phos	156	2833
T5222	deph	8493	4193
T5223	phos	1022	8048
T5224	phos	51701	4303
T5225	phos	1452	30818
T5226	phos	2870	154
T5227	phos	5594	1455
T5228	phos	5616	30819
T5229	phos	5567	10488
T5230	phos	1432	79760
T5231	phos	157	79290
T5232	phos	1457	207
T5233	phos	2872	4091
T5234	phos	816	784
T5235	deph	5515	1111
T5236	phos	10783	51552
T5237	phos	1454	8864
T5238	deph	5801	5595
T5239	phos	8550	602
T5240	phos	409	3579
T5241	phos	6196	7249
T5242	deph	5529	207
T5243	phos	22808	5595
T5244	phos	156	154
T5245	phos	57396	11179
T5246	phos	5894	5603
T5247	phos	1454	324
T5248	phos	2268	5291
T5249	phos	5601	4089
T5250	phos	5594	9475
T5251	phos	5595	4090
T5252	deph	5526	786
T5253	phos	8986	3059
T5254	deph	5515	93589
T5255	phos	10188	55796
T5256	deph	5522	781
T5257	deph	5515	3315
T5258	phos	1020	7428
T5259	phos	4085	8881
T5260	phos	11200	993
T5261	deph	5496	8336
T5262	deph	5528	6262
T5263	phos	9263	2077
T5264	phos	2869	7852
T5265	phos	5594	2697
T5266	phos	4752	7798
T5267	phos	8325	2775
T5268	deph	56940	1432
T5269	phos	3480	25759
T5270	phos	5592	5894
T5271	deph	5791	3745
T5272	deph	5771	6464
T5273	deph	5522	5590
T5274	deph	5494	2913
T5275	deph	5515	207
T5276	phos	8986	6196
T5277	phos	5291	842
T5278	phos	5602	5580
T5279	phos	780	5566
T5280	phos	6093	4636
T5281	phos	157	81442
T5282	phos	6732	5598
T5283	phos	10188	56957
T5284	phos	5613	2737
T5285	phos	3265	6300
T5286	phos	3055	5296
T5287	phos	5584	6427
T5288	phos	2263	139728
T5289	phos	898	51433
T5290	phos	4088	659
T5291	phos	8899	745
T5292	phos	27330	9088
T5293	phos	207	51096
T5294	deph	5521	5590
T5295	phos	157	81327
T5296	phos	5566	10681
T5297	phos	6788	56478
T5298	phos	8767	5580
T5299	phos	7476	8325
T5300	phos	27330	7249
T5301	phos	5618	3716
T5302	phos	5568	5502
T5303	phos	1195	91661
T5304	phos	5593	10242
T5305	deph	5518	27091
T5306	phos	5595	6197
T5307	phos	80326	7855
T5308	deph	5519	6262
T5309	phos	9252	8048
T5310	phos	2869	25771
T5311	deph	55012	784
T5312	phos	5566	3991
T5313	phos	156	2826
T5314	deph	5515	25937
T5315	phos	8550	27254
T5316	phos	1196	7307
T5317	phos	5566	59285
T5318	phos	3265	5600
T5319	phos	207	2475
T5320	phos	7479	7976
T5321	phos	7297	5291
T5322	phos	6789	3018
T5323	phos	157	26539
T5324	deph	993	5894
T5325	phos	7048	10152
T5326	phos	207	84464
T5327	phos	6795	23676
T5328	phos	2870	2149
T5329	phos	6733	55616
T5330	phos	3572	7297
T5331	phos	4752	7791
T5332	phos	157	219865
T5333	phos	2932	27254
T5334	deph	5507	51806
T5335	phos	5613	90993
T5336	phos	10000	2768
T5337	phos	51265	55796
T5338	phos	9252	84254
T5339	phos	1454	7514
T5340	phos	1022	22916
T5341	phos	6787	51406
T5342	phos	2260	2017
T5343	phos	9475	23396
T5344	phos	1445	2268
T5345	phos	157	124538
T5346	phos	5585	7533
T5347	deph	5500	27091
T5348	phos	10420	199777
T5349	phos	8986	143471
T5350	phos	5567	6332
T5351	deph	11072	5601
T5352	phos	204851	11035
T5353	phos	1147	4792
T5354	phos	1453	660
T5355	deph	5501	6608
T5356	phos	207	1026
T5357	phos	5595	26353
T5358	phos	1457	4602
T5359	deph	90673	810
T5360	phos	5579	2783
T5361	deph	5528	55799
T5362	phos	8767	5603
T5363	phos	157	390437
T5364	phos	5595	824
T5365	phos	2260	51599
T5366	phos	814	5350
T5367	phos	6885	5595
T5368	phos	7297	7531
T5369	phos	4751	5702
T5370	phos	5058	2017
T5371	phos	5595	1848
T5372	phos	6794	7030
T5373	deph	23035	10000
T5374	deph	5515	1997
T5375	phos	9263	80237
T5376	phos	1019	8284
T5377	phos	4751	602
T5378	phos	5595	8681
T5379	phos	3587	7297
T5380	phos	6198	3059
T5381	phos	5290	10000
T5382	deph	5518	150084
T5383	phos	11200	1869
T5384	phos	5568	480
T5385	phos	7484	8324
T5386	phos	7479	8323
T5387	phos	84254	5511
T5388	phos	5595	5321
T5389	deph	1846	6300
T5390	phos	4296	84254
T5391	phos	5568	2788
T5392	deph	23239	5579
T5393	deph	5515	784
T5394	phos	11183	1796
T5395	phos	5566	8725
T5396	deph	2140	5430
T5397	phos	5595	2005
T5398	phos	2264	23589
T5399	deph	5782	7454
T5400	deph	5518	783
T5401	phos	5567	116444
T5402	phos	6300	8986
T5403	deph	5500	29895
T5404	phos	5594	148327
T5405	phos	84254	8048
T5406	phos	9149	4088
T5407	phos	131890	1237
T5408	phos	658	3059
T5409	phos	5592	90993
T5410	phos	5599	387082
T5411	deph	5516	8352
T5412	deph	5795	1500
T5413	phos	91	4087
T5414	deph	55844	782
T5415	phos	11329	5598
T5416	phos	2771	5594
T5417	phos	6196	7514
T5418	phos	3985	1398
T5419	phos	5606	5603
T5420	phos	3563	3716
T5421	phos	1111	995
T5422	phos	5567	3753
T5423	phos	1196	2274
T5424	phos	22983	11244
T5425	phos	207	158931
T5426	phos	4882	140809
T5427	phos	1196	4089
T5428	deph	5527	10368
T5429	phos	10459	8697
T5430	phos	5602	4194
T5431	phos	5578	6199
T5432	phos	5579	2788
T5433	deph	5506	163688
T5434	phos	2869	153
T5435	phos	207	4691
T5436	deph	5515	84433
T5437	deph	5515	9564
T5438	deph	5494	4088
T5439	deph	5522	10368
T5440	deph	5526	9254
T5441	deph	80824	5601
T5442	phos	207	2959
T5443	deph	5527	55799
T5444	deph	84867	1432
T5445	phos	2263	84307
T5446	phos	2869	2023
T5447	phos	10000	6416
T5448	phos	157	256144
T5449	phos	658	4090
T5450	phos	4085	8697
T5451	phos	2264	5979
T5452	deph	5520	51135
T5453	deph	5521	776
T5454	phos	4233	7332
T5455	phos	6300	2005
T5456	phos	25	53358
T5457	phos	3953	3718
T5458	phos	2263	378708
T5459	phos	83931	10848
T5460	phos	5566	781
T5461	phos	207	2932
T5462	phos	5894	5594
T5463	phos	157	122742
T5464	phos	5347	23244
T5465	phos	10000	4303
T5466	deph	5518	6199
T5467	phos	2011	1965
T5468	phos	817	2890
T5469	deph	5516	6789
T5470	phos	4751	10403
T5471	phos	157	26737
T5472	deph	79660	801
T5473	phos	8798	2107
T5474	phos	10454	5608
T5475	phos	157	119679
T5476	phos	5578	58494
T5477	deph	28227	782
T5478	phos	157	390538
T5479	phos	5600	7867
T5480	phos	780	4188
T5481	phos	1020	55616
T5482	phos	4882	83541
T5483	phos	157	4993
T5484	phos	1017	3054
T5485	deph	5795	5595
T5486	deph	1852	5602
T5487	phos	3953	3716
T5488	phos	7475	8322
T5489	phos	9475	4660
T5490	phos	4752	8725
T5491	phos	5592	1388
T5492	deph	5520	778
T5493	phos	5595	468
T5494	phos	4751	9322
T5495	phos	84254	8853
T5496	phos	369	7791
T5497	phos	9212	7791
T5498	phos	4752	1398
T5499	phos	56924	4194
T5500	deph	5527	10000
T5501	phos	6195	7791
T5502	phos	1445	4194
T5503	deph	5515	1432
T5504	phos	5590	6426
T5505	phos	817	27092
T5506	deph	5519	9254
T5507	phos	5578	8893
T5508	phos	2869	2149
T5509	phos	1456	2737
T5510	phos	5613	480
T5511	deph	5506	5255
T5512	phos	660	8853
T5513	phos	6093	93408
T5514	deph	55844	786
T5515	phos	1454	9322
T5516	phos	5578	5592
T5517	deph	5500	51806
T5518	deph	58190	5430
T5519	phos	5595	4776
T5520	phos	5566	6323
T5521	deph	8493	11200
T5522	phos	65125	51684
T5523	phos	5599	5594
T5524	phos	7481	7976
T5525	phos	6196	5528
T5526	phos	5601	3726
T5527	phos	2872	468
T5528	deph	5728	5728
T5529	phos	5595	84699
T5530	deph	5501	790
T5531	deph	5516	1997
T5532	deph	5520	786
T5533	phos	8428	7812
T5534	phos	1196	8893
T5535	phos	699	23676
T5536	phos	5593	5501
T5537	phos	1025	8048
T5538	phos	658	4776
T5539	phos	157	390063
T5540	phos	6792	170463
T5541	phos	157	390038
T5542	phos	1147	2308
T5543	phos	7474	8321
T5544	phos	5599	672
T5545	phos	157	128367
