kinase (phosphatase)	phos/deph	substrate
5127	phos	93
10188	phos	56957
695	phos	10152
6850	phos	6521
5588	phos	867
7465	phos	378708
5563	phos	4193
2444	phos	9984
2534	phos	1975
90	phos	1647
2264	phos	51808
5563	phos	7798
9252	phos	3661
7525	phos	23650
6850	phos	5573
1457	phos	2042
1452	phos	2017
54861	phos	79960
29904	phos	56000
5578	phos	57407
657	phos	5580
5599	phos	4286
5292	phos	4760
2268	phos	9775
51086	phos	1820
29110	phos	29118
8444	phos	51460
1457	phos	2764
1022	phos	2017
5347	phos	675
2263	phos	9760
658	phos	11116
29110	phos	4193
11213	phos	56957
1022	phos	8479
8899	phos	8805
27330	phos	55796
3611	phos	1974
5578	phos	55036
1022	phos	5000
91754	phos	140609
5292	phos	7428
6787	phos	57472
8550	phos	1974
5058	phos	56911
7465	phos	7314
657	phos	1965
83732	phos	94104
1196	phos	4776
207	phos	10152
1022	phos	55869
1459	phos	10980
2047	phos	4776
8798	phos	84254
5595	phos	4188
1196	phos	9112
6198	phos	84254
11329	phos	5887
8986	phos	7791
2932	phos	5573
8445	phos	29959
2268	phos	4691
207	phos	285613
9020	phos	6945
1196	phos	9203
9263	phos	23676
7048	phos	1158
1452	phos	4193
150094	phos	1398
6196	phos	27254
9212	phos	80095
7297	phos	3587
6197	phos	468
3932	phos	89790
8445	phos	2113
5599	phos	6117
5595	phos	8224
7535	phos	50852
695	phos	55616
5584	phos	6427
2932	phos	896
2264	phos	660
2534	phos	2212
1445	phos	2534
5599	phos	116985
5588	phos	7726
9263	phos	6601
4752	phos	54862
780	phos	7514
93	phos	7726
9263	phos	9112
5580	phos	3856
11200	phos	56957
1020	phos	1465
6196	phos	7533
1019	phos	4998
5595	phos	4170
1457	phos	6741
55359	phos	6945
4140	phos	5528
11035	phos	572
9149	phos	9112
7525	phos	5315
5747	phos	4188
9263	phos	51008
8576	phos	10155
5979	phos	6774
1457	phos	4613
2932	phos	11244
29110	phos	10848
7465	phos	8407
7465	phos	8048
6733	phos	8853
127933	phos	6853
7443	phos	1386
5747	phos	7791
815	phos	54984
6196	phos	140809
51086	phos	1073
7465	phos	4193
9252	phos	6258
3932	phos	1831
2185	phos	397
6196	phos	94104
9149	phos	6927
4752	phos	56339
695	phos	3702
699	phos	3661
7465	phos	5702
6794	phos	252969
9263	phos	7469
23678	phos	81608
3702	phos	8048
1196	phos	55796
5595	phos	6720
5979	phos	2017
6300	phos	5566
6300	phos	6640
4882	phos	143471
2264	phos	9111
2932	phos	10848
4882	phos	7335
3932	phos	5336
5601	phos	8607
207	phos	4188
5609	phos	140809
5595	phos	6689
51086	phos	9322
5578	phos	646
8550	phos	56915
1196	phos	80095
207	phos	56957
8444	phos	7507
6850	phos	6464
780	phos	55616
3654	phos	56957
695	phos	100124696
8550	phos	6282
2264	phos	64410
5609	phos	3059
8550	phos	23676
5594	phos	5610
6789	phos	4194
10922	phos	1407
5590	phos	118
8986	phos	9112
1457	phos	94104
10645	phos	5906
204851	phos	10073
5058	phos	84254
55681	phos	302
3932	phos	7410
5578	phos	119
51086	phos	2274
3055	phos	8751
7048	phos	6196
5595	phos	25970
2869	phos	6622
156	phos	2357
8445	phos	55323
4140	phos	5566
9263	phos	10856
1021	phos	57472
2042	phos	602
8986	phos	5567
6794	phos	150094
57761	phos	7798
2042	phos	10772
29904	phos	5511
5608	phos	8607
3611	phos	1111
1432	phos	5871
3932	phos	7421
5594	phos	1050
8550	phos	27044
2264	phos	5594
5590	phos	9322
3932	phos	3654
2042	phos	140809
8986	phos	57057
5599	phos	7205
51086	phos	6301
139728	phos	84812
10298	phos	6300
8798	phos	7458
5583	phos	2017
11200	phos	11178
1019	phos	5315
5566	phos	862
5583	phos	3190
5595	phos	1843
51086	phos	4775
51231	phos	54738
1457	phos	10728
699	phos	10963
659	phos	2768
6733	phos	127933
79858	phos	3141
5602	phos	23451
5578	phos	4082
7443	phos	4776
1020	phos	84307
9263	phos	11315
10298	phos	65125
1432	phos	3856
147746	phos	8048
9263	phos	22950
6885	phos	7334
2870	phos	5580
6196	phos	8048
57761	phos	862
2872	phos	55796
5566	phos	8853
5578	phos	2011
2932	phos	3059
149420	phos	11244
9263	phos	91661
2931	phos	1025
2185	phos	4515
5578	phos	55503
1022	phos	7157
6416	phos	5602
2931	phos	6256
4751	phos	6426
1454	phos	3059
1432	phos	4776
780	phos	6663
2869	phos	2768
6732	phos	3141
7525	phos	7533
5578	phos	48
5580	phos	9775
207	phos	1455
6789	phos	64410
9263	phos	10073
8550	phos	4776
5590	phos	2934
2932	phos	602
2268	phos	9444
5578	phos	4689
6794	phos	57787
660	phos	8841
1019	phos	7314
8550	phos	387082
91	phos	5599
6195	phos	6258
1020	phos	5504
2260	phos	23294
6198	phos	11116
1021	phos	5934
22858	phos	55796
5578	phos	156
3702	phos	3141
5608	phos	56957
4921	phos	2017
6732	phos	51406
6850	phos	5511
3654	phos	6598
6196	phos	2113
10922	phos	5307
7048	phos	387082
1195	phos	84153
1196	phos	23676
10783	phos	5164
1019	phos	100506164
5595	phos	1050
658	phos	11035
1020	phos	5702
1019	phos	55796
9263	phos	90338
5594	phos	5468
660	phos	25898
6198	phos	3661
5566	phos	5573
1020	phos	6714
1196	phos	57593
1019	phos	56957
2011	phos	11178
6198	phos	9667
57410	phos	54487
5578	phos	6301
5578	phos	921
207	phos	126353
2268	phos	6258
5580	phos	7291
5584	phos	55616
2444	phos	2969
56924	phos	867
8445	phos	8805
5599	phos	6722
5058	phos	8576
5894	phos	55616
6850	phos	6256
2534	phos	2887
5747	phos	660
8986	phos	94104
695	phos	55796
6789	phos	10848
90	phos	4776
29110	phos	10273
8798	phos	55796
8445	phos	4089
5563	phos	1820
5170	phos	3069
1022	phos	6418
10420	phos	5566
1459	phos	27063
699	phos	326
5127	phos	2185
5578	phos	1026
5602	phos	7314
9263	phos	9203
5594	phos	8550
55681	phos	7533
5058	phos	4654
51086	phos	56478
5598	phos	5607
1019	phos	5933
8445	phos	7428
695	phos	56957
1022	phos	7515
7301	phos	2268
65125	phos	6196
9263	phos	202559
1195	phos	6426
2011	phos	572
340371	phos	84254
817	phos	11035
1457	phos	1967
5578	phos	10666
55359	phos	8048
6198	phos	2475
5347	phos	660
8767	phos	5580
7525	phos	5573
8798	phos	7533
7301	phos	867
204851	phos	4149
9263	phos	5901
1020	phos	4205
1195	phos	55869
7048	phos	10848
5610	phos	7157
51086	phos	4869
9891	phos	7812
1025	phos	55746
9891	phos	5566
6787	phos	23126
1457	phos	4792
6850	phos	9103
2263	phos	7791
53944	phos	23619
207	phos	5566
7048	phos	10973
3717	phos	25970
7048	phos	1407
29110	phos	6118
5594	phos	2549
84254	phos	4760
7048	phos	65056
5563	phos	3059
6794	phos	54861
699	phos	745
10922	phos	7072
6794	phos	84446
3480	phos	154
6885	phos	4776
6850	phos	2113
57761	phos	57634
5578	phos	2247
2011	phos	56270
5580	phos	84254
695	phos	5887
5594	phos	5573
1459	phos	23244
658	phos	4088
2260	phos	10492
5578	phos	196
5590	phos	10273
2049	phos	3190
1263	phos	9112
5595	phos	4084
5578	phos	7414
54861	phos	10636
8445	phos	1809
1432	phos	653361
8569	phos	9112
7465	phos	10657
7465	phos	1975
1457	phos	6945
5578	phos	3749
9263	phos	81887
4921	phos	5979
1457	phos	10921
8550	phos	867
2185	phos	9112
6733	phos	4089
284086	phos	55796
5058	phos	138151
814	phos	3297
7048	phos	127933
2444	phos	79004
5578	phos	5328
10783	phos	5688
7465	phos	56478
6850	phos	5578
1196	phos	602
8798	phos	8607
6732	phos	56957
9263	phos	55269
1020	phos	8099
8576	phos	5566
156	phos	10381
2444	phos	8048
3055	phos	7454
2534	phos	56957
27102	phos	3141
6195	phos	7535
9263	phos	6945
7048	phos	9667
4067	phos	3028
5588	phos	1114
2534	phos	8631
5578	phos	51283
7465	phos	3661
816	phos	5598
54899	phos	2768
6850	phos	140809
8445	phos	10856
8767	phos	5609
56924	phos	9733
10420	phos	56957
5602	phos	1822
1025	phos	4869
7867	phos	8048
1019	phos	5573
5289	phos	4618
83931	phos	4760
5599	phos	4194
5597	phos	4998
1457	phos	5728
9891	phos	4194
814	phos	8048
5594	phos	55616
6789	phos	7791
5585	phos	5528
7048	phos	340719
5347	phos	51434
8798	phos	10273
9263	phos	7507
2534	phos	973
207	phos	867
5602	phos	11244
1457	phos	2153
2268	phos	2023
9149	phos	4188
6850	phos	3141
8428	phos	23012
204851	phos	5566
9263	phos	25836
8798	phos	6426
1195	phos	4194
55589	phos	147808
1432	phos	2002
5594	phos	10848
5595	phos	5241
1196	phos	7580
9149	phos	93953
23012	phos	2268
53904	phos	127933
6196	phos	9667
6794	phos	5562
369	phos	7533
5599	phos	6118
4752	phos	129401
5170	phos	4193
6196	phos	7428
1457	phos	3059
1452	phos	30818
8798	phos	4776
10783	phos	55669
51086	phos	10856
1326	phos	1407
5599	phos	3297
5594	phos	1612
5578	phos	8805
5606	phos	1432
5566	phos	7514
7048	phos	8853
8986	phos	3059
817	phos	51474
6850	phos	3190
2185	phos	2099
5566	phos	55536
1459	phos	127933
6789	phos	55796
8428	phos	2017
5602	phos	6301
5590	phos	3190
1459	phos	9406
1457	phos	638
3717	phos	1493
5170	phos	660
3702	phos	89790
1022	phos	1407
2264	phos	10848
10494	phos	5580
2263	phos	139728
7048	phos	8607
9263	phos	10450
51086	phos	10848
3702	phos	100124696
6792	phos	5888
2932	phos	7791
6787	phos	146434
9263	phos	8048
1195	phos	56033
8445	phos	25771
204851	phos	5594
5590	phos	6196
2264	phos	55616
6795	phos	23676
1019	phos	10848
207	phos	8479
2268	phos	4194
57118	phos	26528
10000	phos	2768
65125	phos	7791
29110	phos	55269
8428	phos	64410
6733	phos	5566
5588	phos	27347
90	phos	6258
5578	phos	7791
9020	phos	3141
5566	phos	8458
5601	phos	602
8576	phos	6722
6789	phos	4188
7297	phos	54386
27148	phos	326
5292	phos	55616
6850	phos	5702
3932	phos	5588
225689	phos	10980
84254	phos	5511
6416	phos	2017
5595	phos	2353
207	phos	2268
814	phos	2670
818	phos	5566
9149	phos	4088
2263	phos	11190
658	phos	3059
6787	phos	10212
7525	phos	7295
1021	phos	64410
2185	phos	2268
5129	phos	4088
5580	phos	2033
658	phos	3300
207	phos	8048
6732	phos	639
1196	phos	10285
1326	phos	5604
5747	phos	5621
5979	phos	53358
150094	phos	30819
8798	phos	4869
5894	phos	7812
2444	phos	5511
5894	phos	53632
5599	phos	1386
22983	phos	9112
2263	phos	378708
4067	phos	6776
4752	phos	3190
10922	phos	7536
4752	phos	50485
983	phos	8631
5599	phos	5468
5566	phos	8048
11183	phos	80306
4882	phos	54877
1445	phos	2113
5159	phos	2534
1020	phos	55616
5592	phos	4188
5608	phos	5580
55359	phos	9112
11035	phos	4760
6794	phos	9833
2444	phos	867
2932	phos	1026
814	phos	1051
2042	phos	7535
1452	phos	3958
9020	phos	2869
5578	phos	8893
5058	phos	602
1457	phos	9406
22848	phos	6657
5595	phos	23236
8444	phos	127933
699	phos	7538
9263	phos	5094
127933	phos	4194
9263	phos	7867
5584	phos	2113
6300	phos	9112
84254	phos	140809
5599	phos	2115
3055	phos	6777
5609	phos	5602
207	phos	5599
1019	phos	4089
9263	phos	7329
4882	phos	25771
1019	phos	9444
8445	phos	1021
1019	phos	3344
8445	phos	140809
5604	phos	5594
9212	phos	1674
5599	phos	10856
5894	phos	326
2268	phos	867
5347	phos	6945
1198	phos	7520
91754	phos	3059
1196	phos	5702
6850	phos	7791
6196	phos	54514
5595	phos	9846
5595	phos	5430
10420	phos	8607
207	phos	6778
51086	phos	7205
2932	phos	2268
1195	phos	6625
85366	phos	1407
8550	phos	6301
5594	phos	322
29110	phos	1788
6885	phos	51567
5747	phos	1455
11035	phos	5340
91	phos	5594
5058	phos	3190
11183	phos	2017
658	phos	9775
5058	phos	11244
150094	phos	7791
147746	phos	64410
1020	phos	2113
1020	phos	4089
91754	phos	867
1445	phos	9112
2932	phos	5504
5753	phos	23676
5601	phos	2002
5606	phos	5594
1019	phos	9533
83694	phos	51684
55681	phos	2268
1019	phos	10856
817	phos	5566
9252	phos	84254
8899	phos	84254
1022	phos	3306
5599	phos	7514
84254	phos	11190
2268	phos	10499
5594	phos	3977
1457	phos	55170
10188	phos	815
9149	phos	86614
57118	phos	4760
84254	phos	4194
207	phos	11116
699	phos	6945
5595	phos	23648
6794	phos	9024
29110	phos	27254
5580	phos	6199
3932	phos	27071
7297	phos	6601
1452	phos	10971
7525	phos	25771
11329	phos	10848
55681	phos	55796
8444	phos	84991
3932	phos	7535
5588	phos	10657
1457	phos	5236
1020	phos	1407
817	phos	8431
5610	phos	4792
1457	phos	3725
29110	phos	8841
1457	phos	7153
5578	phos	3689
6732	phos	9112
5578	phos	3692
9113	phos	7791
1196	phos	84254
5588	phos	5610
5599	phos	6256
6885	phos	11035
54861	phos	8048
814	phos	6697
91	phos	4089
5594	phos	56957
9252	phos	3059
9263	phos	6757
1457	phos	921
5599	phos	26273
29110	phos	11035
91754	phos	4193
1196	phos	6427
4067	phos	8048
5347	phos	127933
156	phos	4985
5566	phos	56915
54899	phos	9112
85366	phos	11035
4751	phos	10963
10188	phos	54984
10420	phos	54984
5580	phos	9208
5580	phos	23676
8550	phos	1195
9149	phos	127933
5894	phos	9112
2872	phos	10155
1196	phos	9667
4751	phos	9667
6196	phos	1398
780	phos	54738
814	phos	6944
6885	phos	6625
5592	phos	6196
5609	phos	55616
1195	phos	5702
4751	phos	5580
5563	phos	1936
3551	phos	4790
5599	phos	7507
9212	phos	8350
5347	phos	3667
8444	phos	6945
369	phos	9869
7048	phos	84254
7443	phos	8048
1019	phos	10741
658	phos	9112
1454	phos	6117
340371	phos	9322
5979	phos	2113
8428	phos	55616
5601	phos	4303
5602	phos	10273
6199	phos	5566
5594	phos	5970
7465	phos	7791
5599	phos	10848
1196	phos	10856
5578	phos	9112
5601	phos	9112
4752	phos	7791
8798	phos	660
5578	phos	10011
3055	phos	3141
3702	phos	326
695	phos	5888
5159	phos	5781
1432	phos	9252
5584	phos	6118
660	phos	54952
7048	phos	3306
4752	phos	84153
5588	phos	9891
5594	phos	6720
2185	phos	3141
369	phos	5127
5058	phos	3661
660	phos	3190
5590	phos	140809
2931	phos	3725
2042	phos	9322
55681	phos	3190
814	phos	2890
2268	phos	9533
6196	phos	7514
5578	phos	4772
5584	phos	7791
6300	phos	3141
5159	phos	9112
1457	phos	23636
660	phos	27044
1454	phos	8631
1456	phos	867
5590	phos	9112
5595	phos	3932
1019	phos	311
4921	phos	5580
8899	phos	55796
1454	phos	7458
5590	phos	3141
8445	phos	28984
1021	phos	4105
6792	phos	51406
5894	phos	1975
1195	phos	25898
6198	phos	5511
1022	phos	2268
6196	phos	2551
2268	phos	1975
10783	phos	55802
207	phos	7067
1457	phos	8479
695	phos	3059
7443	phos	745
5578	phos	5335
4882	phos	55796
83732	phos	7533
55359	phos	55796
5595	phos	7343
5578	phos	54585
2263	phos	6929
10188	phos	1111
2869	phos	815
5599	phos	1974
1019	phos	56915
5598	phos	9322
23139	phos	1114
6850	phos	2107
4067	phos	6521
9263	phos	9552
5566	phos	4869
657	phos	660
57761	phos	4760
11035	phos	94104
1195	phos	9760
5289	phos	51692
54899	phos	9322
6787	phos	2959
11040	phos	11244
695	phos	6777
1196	phos	5566
27148	phos	4776
90	phos	2268
5595	phos	7068
6199	phos	2768
9252	phos	7458
1457	phos	4149
6198	phos	6605
5590	phos	4678
1019	phos	80095
9020	phos	6196
9252	phos	5566
9020	phos	4791
207	phos	83605
8576	phos	3661
5747	phos	6455
5563	phos	7812
4882	phos	3141
5590	phos	3059
1019	phos	1975
7535	phos	1432
369	phos	3661
5599	phos	598
5601	phos	3725
6789	phos	127933
3611	phos	5170
1457	phos	27097
5608	phos	56924
660	phos	1398
695	phos	8863
1019	phos	5134
5594	phos	3932
5347	phos	64682
1198	phos	5580
5599	phos	8853
5590	phos	842
2869	phos	10084
6733	phos	10980
1455	phos	7726
1020	phos	639
9263	phos	5887
7048	phos	867
5578	phos	5770
6416	phos	1974
1020	phos	23543
1019	phos	5525
9263	phos	57804
9175	phos	5609
5602	phos	1616
2264	phos	5599
5590	phos	51283
5058	phos	57569
2932	phos	2099
699	phos	602
5595	phos	7153
207	phos	11244
5292	phos	8048
9212	phos	5316
2263	phos	27254
1019	phos	29068
9263	phos	5511
2869	phos	7791
51086	phos	572
8550	phos	7329
1196	phos	56957
1019	phos	51406
4067	phos	974
2185	phos	2113
2263	phos	55320
55681	phos	83541
29110	phos	387082
1196	phos	9760
5584	phos	4691
6794	phos	9325
57761	phos	7791
7048	phos	51552
5563	phos	10848
1020	phos	11331
7525	phos	55796
6198	phos	4193
5566	phos	7812
11035	phos	867
1457	phos	3178
1457	phos	55616
1445	phos	6714
1196	phos	572
5578	phos	9775
1454	phos	7812
5566	phos	84254
51086	phos	10963
6792	phos	10212
6199	phos	3315
10420	phos	199777
2444	phos	79109
2042	phos	4760
2534	phos	10011
2932	phos	2997
6850	phos	11184
8576	phos	4869
1020	phos	8048
1022	phos	3280
1020	phos	56950
7535	phos	602
5590	phos	1616
5289	phos	10772
5594	phos	4170
9149	phos	5594
5170	phos	2268
5603	phos	5566
6885	phos	10155
11040	phos	8725
5584	phos	4301
1019	phos	56478
5580	phos	4869
5595	phos	3856
2185	phos	3059
1432	phos	10137
23012	phos	2017
6198	phos	4776
5578	phos	6258
5292	phos	6672
5590	phos	23451
5347	phos	7465
5594	phos	1027
167359	phos	1398
57761	phos	57567
6733	phos	4776
2185	phos	6647
2534	phos	4188
1196	phos	27254
6792	phos	9391
1020	phos	6945
2534	phos	867
207	phos	84364
5894	phos	100287932
2932	phos	351
3717	phos	2268
11035	phos	5594
5601	phos	2113
1196	phos	55320
5567	phos	9112
2042	phos	1326
8550	phos	1111
5601	phos	56478
7465	phos	9112
54899	phos	8048
5590	phos	2017
5566	phos	2017
84254	phos	55796
124923	phos	5515
1022	phos	5519
5594	phos	4088
6196	phos	55616
2185	phos	7428
5578	phos	94274
10188	phos	2017
5292	phos	79927
2534	phos	6426
5578	phos	7041
5170	phos	2321
7048	phos	140809
2185	phos	10000
8550	phos	127933
5578	phos	5341
51086	phos	8522
90	phos	6196
5601	phos	5573
1432	phos	9261
5584	phos	6663
5590	phos	7205
7867	phos	3141
5594	phos	140809
93	phos	55616
6196	phos	8841
29110	phos	23676
1019	phos	57634
5871	phos	92181
2268	phos	8853
1022	phos	54984
1459	phos	9111
5289	phos	23294
8445	phos	5511
6197	phos	1612
1195	phos	5528
1432	phos	2869
6792	phos	9189
65125	phos	51684
660	phos	7533
1022	phos	6601
7048	phos	7336
814	phos	8682
2932	phos	6615
1457	phos	5970
5599	phos	1822
1019	phos	3141
2268	phos	3059
3055	phos	9444
2444	phos	8607
5599	phos	4303
658	phos	11331
8899	phos	4188
8445	phos	55796
8550	phos	4089
8550	phos	10248
369	phos	867
699	phos	4193
6885	phos	8880
2932	phos	9322
1019	phos	867
4751	phos	56478
9891	phos	1111
1453	phos	5664
2534	phos	83737
1454	phos	7319
8899	phos	745
3717	phos	11035
5578	phos	5782
6197	phos	4776
1019	phos	65056
6789	phos	8805
1195	phos	65982
7297	phos	1796
6196	phos	4088
660	phos	602
1452	phos	23621
207	phos	9322
8798	phos	10963
5580	phos	4233
51086	phos	2017
5170	phos	6117
6195	phos	4793
8986	phos	2023
8445	phos	581
1455	phos	867
5567	phos	3059
27148	phos	4760
4882	phos	10856
57761	phos	91392
1019	phos	84254
1019	phos	4775
1020	phos	8805
5590	phos	3667
1457	phos	3428
5590	phos	1642
53904	phos	55796
5578	phos	7458
5594	phos	4194
8986	phos	55544
5579	phos	79960
1019	phos	7343
660	phos	94104
2047	phos	64410
207	phos	56950
9263	phos	9208
1020	phos	6300
6733	phos	55796
5058	phos	862
8445	phos	56339
1454	phos	204
9263	phos	127933
695	phos	9775
2185	phos	331
3932	phos	4084
5347	phos	10726
6732	phos	3190
5871	phos	2665
5058	phos	6663
7535	phos	2017
5601	phos	4775
5058	phos	4088
9263	phos	1820
51086	phos	28984
6196	phos	29118
5566	phos	6256
5583	phos	5587
695	phos	7006
5590	phos	867
7465	phos	84107
2264	phos	84254
207	phos	8871
8569	phos	3141
1019	phos	4776
54899	phos	25865
7465	phos	10856
5609	phos	3141
1019	phos	4691
8550	phos	4188
5594	phos	79960
5585	phos	3059
5578	phos	2904
150094	phos	8853
8798	phos	83714
2264	phos	6663
1020	phos	5598
1196	phos	9782
4751	phos	7314
3932	phos	7791
695	phos	6196
9149	phos	2274
8445	phos	4176
4882	phos	4193
1453	phos	1869
5058	phos	10626
1019	phos	5316
1454	phos	7019
7048	phos	639
3985	phos	5580
8550	phos	7334
8798	phos	3661
5292	phos	6663
5588	phos	11216
8550	phos	6426
1019	phos	1487
8569	phos	79760
11035	phos	3141
91754	phos	7428
1459	phos	84254
55872	phos	4194
1020	phos	5663
5578	phos	7332
6792	phos	54487
9263	phos	2077
5578	phos	301
83903	phos	4760
4882	phos	92181
127933	phos	3141
3717	phos	5566
147746	phos	6196
5894	phos	5511
284086	phos	55616
207	phos	6426
7535	phos	10152
6196	phos	10856
1457	phos	3978
6788	phos	25937
3932	phos	7430
8798	phos	867
8569	phos	1975
204851	phos	1017
7443	phos	3725
6198	phos	7205
5578	phos	653361
5616	phos	2869
5594	phos	6663
5566	phos	3141
57761	phos	10980
6733	phos	9406
6850	phos	10856
6198	phos	56000
1196	phos	22916
8550	phos	8607
5616	phos	11331
695	phos	5594
51265	phos	2017
1457	phos	9891
5058	phos	56957
3932	phos	7428
7048	phos	3141
56924	phos	8805
1457	phos	6749
1019	phos	3400
1432	phos	6548
8428	phos	4188
11329	phos	3141
5292	phos	4776
6196	phos	9325
1022	phos	3927
11213	phos	9551
1196	phos	10848
7465	phos	57118
11200	phos	6945
10783	phos	2167
5578	phos	960
10298	phos	11244
1326	phos	127933
5594	phos	5469
5566	phos	4776
1020	phos	9112
1022	phos	8048
7297	phos	3059
5598	phos	6446
207	phos	1616
207	phos	4208
83903	phos	5347
6787	phos	2139
9212	phos	57472
1020	phos	7319
5894	phos	5604
5566	phos	2534
2185	phos	7295
54899	phos	6663
2268	phos	1457
10645	phos	5573
10188	phos	7791
5747	phos	1025
660	phos	2017
5170	phos	56478
815	phos	4760
814	phos	1385
5578	phos	8527
207	phos	50852
1445	phos	7525
5871	phos	10856
2931	phos	4609
5563	phos	4776
65125	phos	5528
5566	phos	10273
2185	phos	7117
6195	phos	2100
5608	phos	1831
4882	phos	6342
51086	phos	5687
5170	phos	3190
1195	phos	6427
9212	phos	639
5058	phos	8048
660	phos	80230
8576	phos	867
5170	phos	5160
1019	phos	6118
2932	phos	3141
10298	phos	7157
57761	phos	55796
83732	phos	5511
1457	phos	51096
8899	phos	64121
1020	phos	5901
1196	phos	4194
5595	phos	3977
2042	phos	3661
7465	phos	6282
8550	phos	7812
6196	phos	56478
1019	phos	10425
5058	phos	3059
9263	phos	2625
1019	phos	7812
1263	phos	672
695	phos	7454
6195	phos	1051
2185	phos	8607
11040	phos	22864
699	phos	26155
4296	phos	4089
8428	phos	3717
9212	phos	5566
6198	phos	4775
983	phos	2869
4882	phos	27254
6850	phos	3937
1022	phos	56957
5292	phos	54585
6198	phos	7531
6794	phos	3069
5578	phos	846
2260	phos	56915
207	phos	2017
5605	phos	9112
90	phos	1871
1196	phos	5536
8445	phos	7533
7297	phos	7791
6792	phos	745
4751	phos	602
8445	phos	94104
1021	phos	3978
6733	phos	6663
5753	phos	5829
1020	phos	10073
3055	phos	867
9263	phos	57593
29110	phos	2768
5578	phos	4776
207	phos	84991
91754	phos	10783
5599	phos	334
5594	phos	8576
9263	phos	8031
8798	phos	10152
7525	phos	2534
695	phos	5567
5058	phos	4638
6794	phos	81788
10922	phos	867
7465	phos	10073
5584	phos	660
5595	phos	790
5590	phos	55616
5590	phos	6625
10783	phos	9322
207	phos	7262
5599	phos	7533
1195	phos	2113
8550	phos	10848
5747	phos	7518
6850	phos	4193
124923	phos	5621
2264	phos	8048
3702	phos	7006
5058	phos	56270
5979	phos	863
6885	phos	5292
2932	phos	5728
5580	phos	5587
3932	phos	6118
207	phos	3190
9263	phos	57209
8798	phos	3059
5594	phos	5604
7535	phos	10019
815	phos	5580
9263	phos	10848
5578	phos	4070
1025	phos	5725
7048	phos	9322
2932	phos	7319
1454	phos	6663
156	phos	5159
55359	phos	2444
5598	phos	5566
9020	phos	815
10188	phos	10848
369	phos	4194
7535	phos	9846
1760	phos	5566
1019	phos	4194
6787	phos	23283
1021	phos	11244
340371	phos	6663
6446	phos	9112
51231	phos	23583
6198	phos	8853
5894	phos	7791
5594	phos	7249
7535	phos	3141
85366	phos	252884
5595	phos	5567
1457	phos	23016
2534	phos	857
695	phos	84254
1432	phos	23636
2869	phos	8853
640	phos	581
8550	phos	3661
658	phos	56957
53944	phos	55616
5347	phos	7766
699	phos	129401
1019	phos	9775
5609	phos	7117
1196	phos	8893
4751	phos	10848
5058	phos	5566
156	phos	6622
5566	phos	23367
2932	phos	898
5747	phos	10980
8444	phos	8048
1457	phos	5311
51701	phos	51176
4882	phos	5878
29110	phos	25898
9175	phos	84307
695	phos	7041
7525	phos	11163
29959	phos	3141
4233	phos	2549
2264	phos	11035
6885	phos	54984
5894	phos	56957
1025	phos	4188
3717	phos	10152
8550	phos	4193
699	phos	8048
1432	phos	2099
7525	phos	4478
5594	phos	4155
5753	phos	7514
152110	phos	8853
57410	phos	8048
11200	phos	745
6792	phos	6945
5578	phos	3815
2185	phos	387082
695	phos	2268
2869	phos	9322
5580	phos	5573
5562	phos	7812
5562	phos	5519
8550	phos	3059
127933	phos	8048
156	phos	7430
9149	phos	80095
5585	phos	1975
9252	phos	5528
5594	phos	5058
84254	phos	2274
9212	phos	55320
8445	phos	1386
5566	phos	11244
369	phos	9552
1195	phos	4760
2932	phos	23676
7048	phos	7812
1019	phos	9552
815	phos	8048
1019	phos	9189
1019	phos	7738
5610	phos	5580
207	phos	6224
5871	phos	94104
7048	phos	28984
1019	phos	11331
699	phos	81887
91754	phos	7791
5594	phos	4193
1022	phos	57472
6416	phos	6300
55681	phos	3305
83903	phos	745
5608	phos	6300
9113	phos	1647
5594	phos	5430
25989	phos	7791
9263	phos	1854
2042	phos	2107
1019	phos	10657
8445	phos	84254
5598	phos	11035
9212	phos	9112
5566	phos	7531
84254	phos	10856
2263	phos	9112
5566	phos	31
7048	phos	55796
29110	phos	3661
5292	phos	27254
55589	phos	6757
5610	phos	1965
1457	phos	4194
65125	phos	3141
5609	phos	204
30849	phos	5580
3932	phos	55796
2534	phos	1499
1018	phos	4194
1453	phos	10848
7048	phos	5599
2042	phos	3059
139728	phos	4193
6850	phos	51567
8550	phos	5594
1457	phos	5664
657	phos	326
2268	phos	7791
6794	phos	6047
5594	phos	80306
11200	phos	5610
2185	phos	6282
7048	phos	56341
3611	phos	94274
5595	phos	11244
9212	phos	23604
2534	phos	3059
2185	phos	55616
8986	phos	10856
5594	phos	9189
10783	phos	23567
2260	phos	7812
90	phos	29068
1020	phos	11183
2185	phos	3190
11183	phos	1796
1019	phos	8607
5058	phos	6196
65125	phos	5580
147746	phos	55616
6885	phos	10848
3932	phos	10626
5595	phos	2017
2185	phos	5536
5609	phos	5601
5566	phos	8031
6416	phos	6256
5598	phos	5906
1019	phos	4088
3717	phos	11200
55589	phos	7791
1196	phos	54816
5578	phos	1601
8798	phos	10073
4145	phos	3141
5566	phos	1397
5058	phos	9112
5604	phos	5595
10420	phos	51426
1453	phos	127933
91	phos	4194
2264	phos	1820
8899	phos	220992
6787	phos	51692
699	phos	7319
83931	phos	3141
369	phos	6426
8445	phos	10951
7297	phos	3661
6850	phos	5687
9263	phos	11037
1452	phos	4194
5594	phos	3141
