kinase (phosphatase)	phos/deph	substrate
5602	phos	3727
9448	phos	4214
208	phos	3551
8324	phos	2775
7048	phos	4088
157	phos	26246
5515	deph	50848
7480	phos	7855
157	phos	219858
130399	phos	4087
89801	deph	51806
2870	phos	1524
4660	deph	58498
5519	deph	5590
2534	phos	857
5598	phos	6197
5501	phos	10398
6885	phos	5608
5613	phos	782
5582	phos	71
5170	phos	208
1843	deph	5600
2534	phos	51744
5601	phos	3725
5520	deph	7137
3559	phos	7297
7478	phos	2535
10298	phos	5604
5797	deph	1499
5518	deph	27092
10454	phos	5602
2776	phos	1857
5595	phos	6196
156	phos	1234
5501	deph	786
5499	deph	103910
5521	deph	10000
5290	phos	10000
54361	phos	7855
5522	deph	776
55012	deph	785
5261	phos	5834
5520	deph	783
5613	phos	2790
5515	deph	3654
5522	deph	93589
5601	phos	100132074
157	phos	219493
208	phos	2309
5592	phos	7408
4659	phos	10398
673	phos	5594
5592	phos	4659
817	phos	109
3718	phos	5294
5295	phos	5747
5515	deph	6262
208	phos	1385
6794	phos	5571
157	phos	81300
8322	phos	2776
2868	phos	2149
157	phos	341568
131890	phos	10803
3551	phos	3667
5509	deph	805
5781	deph	10451
7476	phos	8324
5579	phos	71
5499	deph	9451
55012	deph	778
5787	deph	1499
157	phos	144124
9134	phos	5925
5566	phos	2785
5568	phos	115
9475	phos	200576
7525	phos	2241
5592	phos	10242
5593	phos	5332
3717	phos	6778
3265	phos	5600
5519	deph	6788
57144	phos	3985
5534	deph	4772
5777	deph	1500
898	phos	29945
6850	phos	118788
815	phos	286151
8767	phos	6300
5567	phos	995
2775	phos	1855
7472	phos	7976
157	phos	390079
5501	deph	5256
5566	phos	6546
8440	phos	5062
818	phos	59284
51422	phos	100132074
3587	phos	3717
6714	phos	2017
5516	deph	51135
5501	deph	2893
5613	phos	6332
5519	deph	208
10000	phos	2932
8651	deph	3643
5613	phos	27092
208	phos	7249
5608	phos	6300
57144	phos	8874
25	phos	1398
9475	phos	4633
11221	deph	5594
5523	deph	786
207	phos	1385
5528	deph	208
9020	phos	3551
1850	deph	6300
1453	phos	2735
2534	phos	916
157	phos	729230
5521	deph	5590
3643	phos	23624
6714	phos	3059
5613	phos	6324
5610	phos	1965
5601	phos	4772
6885	phos	5602
9475	phos	5305
5506	deph	801
5522	deph	775
90673	deph	5256
5501	deph	2891
5501	deph	440275
157	phos	119765
5613	phos	2903
613	phos	399694
5609	phos	6885
7189	phos	5602
157	phos	26476
157	phos	390265
1147	phos	4793
5521	deph	27092
157	phos	8392
157	phos	120787
5613	phos	5747
5516	deph	6788
207	phos	1027
5598	phos	57369
896	phos	5933
5594	phos	468
5515	deph	58494
4085	phos	29882
7471	phos	8326
5566	phos	2902
208	phos	4793
156	phos	7852
5594	phos	148327
5501	deph	468
818	phos	6324
5296	phos	208
157	phos	219954
7419	deph	4775
387	phos	1073
3595	phos	3716
5778	deph	5602
816	phos	59285
207	phos	572
801	phos	5836
1432	phos	8061
2932	phos	4775
5518	deph	9254
5613	phos	3784
5582	phos	94235
5499	deph	5260
55844	deph	59283
5058	phos	91807
5567	phos	786
157	phos	390190
5500	deph	776
4915	phos	399694
5609	phos	5601
10000	phos	2309
5568	phos	59284
816	phos	779
11221	deph	1432
5593	phos	1386
157	phos	390081
5522	deph	10413
5529	deph	784
23533	phos	207
5592	phos	5997
81029	phos	11211
6714	phos	859
5777	deph	5595
5604	phos	5595
5500	deph	64764
10459	phos	29882
5579	phos	59341
7465	phos	983
131890	phos	643
5578	phos	59345
5613	phos	572
5566	phos	2775
817	phos	776
157	phos	341799
5494	deph	5608
4215	phos	5607
2064	phos	1500
208	phos	9586
1452	phos	2736
4067	phos	2206
2932	phos	9586
2475	phos	3667
5566	phos	491
4214	phos	5601
4067	phos	695
9133	phos	5347
6093	phos	54776
5526	deph	7137
5170	phos	6199
5063	phos	5604
5603	phos	3726
5568	phos	481
5578	phos	2782
5528	deph	207
5520	deph	6262
7479	phos	8322
2241	phos	1500
5525	deph	778
5562	phos	1408
5566	phos	5924
5500	deph	163688
157	phos	390321
5526	deph	59283
10459	phos	51529
55012	deph	59284
5520	deph	93589
5515	deph	785
6093	phos	4660
157	phos	283111
7483	phos	8323
5528	deph	10368
5581	phos	4082
5747	phos	399694
5062	phos	340156
6300	phos	4303
6788	phos	55233
3611	phos	5829
6011	phos	1233
5527	deph	208
5601	phos	7157
8792	phos	2215
58985	phos	7297
5500	deph	59283
818	phos	781
5255	phos	5834
5518	deph	782
55012	deph	27092
5499	deph	782
5603	phos	2308
5535	deph	51433
4659	deph	29895
157	phos	390083
5501	deph	4633
5296	phos	10000
100533105	phos	2309
1455	phos	2736
6885	phos	5606
6714	phos	5295
131890	phos	1236
5567	phos	492
55844	deph	5584
5535	deph	4772
1017	phos	100132074
54776	deph	4633
5521	deph	5584
5562	phos	4303
3560	phos	7297
157	phos	138799
157	phos	254786
10454	phos	5599
5613	phos	6262
4915	phos	10603
5581	phos	8989
5608	phos	5600
2268	phos	5295
5509	deph	810
7475	phos	8325
818	phos	6331
9475	phos	23396
80326	phos	8324
5058	phos	5894
5521	deph	9254
5500	deph	2906
53832	phos	3718
1850	deph	5600
5526	deph	782
5592	phos	468
5567	phos	476
898	phos	29882
5566	phos	1385
157	phos	26683
818	phos	2318
1432	phos	994
5579	phos	2786
5594	phos	8681
55844	deph	781
5530	deph	29945
28227	deph	55799
5618	phos	3716
79660	deph	2997
5573	phos	572
2868	phos	3577
7099	phos	5594
10459	phos	246184
5568	phos	2736
5500	deph	4633
5595	phos	57369
5522	deph	785
5594	phos	84699
890	phos	5925
51422	phos	32
1849	deph	5595
5567	phos	2782
157	phos	26534
5747	phos	5923
5564	phos	2308
5525	deph	7137
28227	deph	59283
7476	phos	8323
5499	deph	58498
5506	deph	808
673	phos	5599
5613	phos	1388
3561	phos	3718
5058	phos	340156
5295	phos	207
6196	phos	9088
2870	phos	1235
5500	deph	9586
3717	phos	6776
157	phos	119692
4352	phos	3717
8556	deph	51434
5506	deph	5261
5568	phos	2773
3985	phos	1072
5567	phos	2791
5170	phos	5585
5519	deph	150084
5522	deph	778
3588	phos	7297
5578	phos	2773
6732	phos	6428
5581	phos	8660
5571	phos	1408
157	phos	391190
1457	phos	3054
5602	phos	2308
5567	phos	7494
6446	phos	2309
5592	phos	2969
1956	phos	5336
84867	deph	5601
3055	phos	2209
157	phos	283162
2932	phos	4773
3265	phos	5603
157	phos	119687
5521	deph	93589
3718	phos	6772
5568	phos	10368
163688	phos	5834
5567	phos	2902
369	phos	5594
5499	deph	116444
5062	phos	5894
7474	phos	8326
5613	phos	482
1846	deph	5603
5515	deph	10413
816	phos	776
7297	phos	6778
3718	phos	8503
3601	phos	3716
5294	phos	2932
7473	phos	8325
2932	phos	4137
5518	deph	10368
5533	deph	246184
89780	phos	8323
817	phos	6324
5594	phos	4088
5519	deph	783
815	phos	93589
55844	deph	27091
5613	phos	648044
1326	phos	8517
5603	phos	1649
1846	deph	5599
5501	deph	5260
1847	deph	5602
2241	phos	1499
79660	deph	5256
4215	phos	1147
157	phos	219482
815	phos	781
5058	phos	9459
5522	deph	5590
2870	phos	10663
6300	phos	2002
3575	phos	7297
5592	phos	3779
5516	deph	55799
5500	deph	1386
7472	phos	8324
5567	phos	59283
5578	phos	5336
5523	deph	782
157	phos	26492
157	phos	504191
5058	phos	3985
51384	phos	8321
10000	phos	1386
5603	phos	994
5600	phos	3725
1849	deph	5603
440275	phos	4793
5579	phos	2785
5747	phos	6714
5499	deph	5257
5501	deph	2905
6788	phos	9113
5578	phos	2770
5579	phos	50848
157	phos	1235
157	phos	504190
5518	deph	6198
6714	phos	857
5526	deph	93589
157	phos	26740
157	phos	3579
5522	deph	5502
5605	phos	5595
5566	phos	5350
5501	deph	1386
6446	phos	4303
5565	phos	2309
5600	phos	100132074
5528	deph	59284
5575	phos	572
5613	phos	785
5562	phos	2309
157	phos	4993
5567	phos	5747
5529	deph	59285
2870	phos	2833
1432	phos	7867
6300	phos	3726
4659	deph	140465
5528	deph	776
5525	deph	27091
6714	phos	394
157	phos	119678
156	phos	1233
5501	deph	783
28227	deph	783
157	phos	153
817	phos	10368
5567	phos	775
157	phos	81050
5595	phos	3925
5500	phos	10398
5567	phos	6323
22800	phos	5595
5518	deph	6788
5523	deph	59285
54776	deph	93408
6300	phos	3316
6732	phos	6431
5257	phos	5836
1017	phos	2308
5613	phos	2773
8556	deph	51529
5592	phos	5499
208	phos	842
157	phos	4992
54776	deph	103910
3718	phos	5293
208	phos	1388
817	phos	784
5582	phos	50848
4085	phos	996
1852	deph	5601
5566	phos	6332
5532	deph	572
815	phos	6324
5795	deph	1500
1847	deph	5595
157	phos	128366
5509	deph	2997
815	phos	59284
100533105	phos	4303
5530	deph	51529
5594	phos	6093
55012	deph	775
5529	deph	775
6790	phos	64506
340156	phos	58498
3551	phos	2309
2868	phos	10803
5595	phos	10488
4914	phos	25970
440275	phos	4792
1438	phos	7297
7297	phos	6773
814	phos	2033
5170	phos	29941
5567	phos	2771
5515	deph	776
157	phos	390261
5599	phos	8061
5575	phos	3991
5567	phos	478
55844	deph	10369
3611	phos	207
5582	phos	60
207	phos	4792
4660	deph	93408
5579	phos	2773
2534	phos	1500
5590	phos	8471
55844	deph	782
5778	deph	5594
5567	phos	482
5592	phos	779
5500	deph	468
5565	phos	1408
5613	phos	2902
818	phos	784
11221	deph	5599
5582	phos	2792
3717	phos	5291
5600	phos	2355
84335	phos	2475
2869	phos	1233
10000	phos	148327
157	phos	127074
5568	phos	572
8440	phos	57144
51384	phos	8326
5582	phos	2788
5579	phos	5595
8321	phos	2776
81029	phos	8324
5613	phos	467
817	phos	27091
5566	phos	5132
5062	phos	3985
5566	phos	3784
817	phos	6331
157	phos	138883
1432	phos	4149
5519	deph	6198
7480	phos	8322
4088	phos	4086
7867	phos	468
3575	phos	3717
157	phos	282775
157	phos	79544
5256	phos	5837
4067	phos	2185
5576	phos	572
3055	phos	5293
5578	phos	2786
5159	phos	53358
208	phos	84699
89801	deph	5260
5571	phos	4303
5600	phos	4208
5566	phos	7137
5499	deph	2890
4214	phos	5602
5499	deph	5350
91807	phos	4633
5566	phos	59345
81029	phos	7855
5594	phos	90993
89780	phos	2535
7297	phos	5290
7482	phos	7855
1846	deph	1432
208	phos	4794
5777	deph	5594
7042	phos	4087
5613	phos	491
84254	phos	5562
157	phos	120793
5566	phos	2735
1271	phos	3717
51806	phos	5837
5613	phos	5908
5532	deph	51433
54776	deph	10627
157	phos	79541
4214	phos	5599
5566	phos	93589
5595	phos	9252
23239	deph	10000
1432	phos	8550
1454	phos	2737
4916	phos	25970
5529	deph	781
89780	phos	11211
387	phos	1072
818	phos	782
157	phos	135924
5613	phos	779
5613	phos	23439
5515	deph	51135
3480	phos	5296
157	phos	390084
57144	phos	85366
55844	deph	5502
5894	phos	572
90	phos	4090
55012	deph	7137
5592	phos	572
157	phos	4988
5520	deph	3654
5523	deph	27092
983	phos	3054
5594	phos	800
5566	phos	109
891	phos	5347
8323	phos	2775
2932	phos	894
7475	phos	8326
5500	deph	784
5347	phos	9088
6789	phos	4303
157	phos	26538
3563	phos	3716
3597	phos	3716
5582	phos	648044
5613	phos	2904
5501	deph	27102
1111	phos	995
10000	phos	1388
5518	deph	55799
5579	phos	56848
4659	deph	103910
8503	phos	2932
5593	phos	5500
6195	phos	3845
5518	deph	10413
3480	phos	399694
4233	phos	1500
7297	phos	5296
5521	deph	5502
5500	deph	805
3932	phos	7305
7473	phos	7855
80824	deph	5601
5592	phos	5331
5519	deph	778
5159	phos	5336
2771	phos	1432
131890	phos	1233
5567	phos	2891
5567	phos	5923
7474	phos	8322
157	phos	219484
5600	phos	4149
5602	phos	2355
6093	phos	5501
5603	phos	2354
157	phos	254783
5528	deph	778
5592	phos	64764
5534	deph	4776
5522	deph	27091
5777	deph	3937
208	phos	1326
1432	phos	4303
5515	deph	779
5578	phos	7430
5571	phos	32
5564	phos	100132074
7477	phos	8322
5520	deph	55799
8556	deph	8881
157	phos	26686
3265	phos	1432
23118	phos	6416
55844	deph	786
5566	phos	115
90673	deph	51806
5565	phos	1407
6011	phos	3577
5563	phos	7249
5613	phos	2892
5518	deph	776
5602	phos	100132074
5594	phos	123745
4214	phos	5606
5529	deph	27091
5599	phos	83737
5501	deph	995
55012	deph	59285
5567	phos	2784
1456	phos	2736
5533	deph	4773
5567	phos	2787
805	phos	5836
5594	phos	2100
5595	phos	4088
5500	deph	103910
5600	phos	4744
28227	deph	59284
8550	phos	3315
5573	phos	3991
5565	phos	31
5599	phos	3725
5295	phos	842
8517	phos	4792
157	phos	79345
157	phos	284521
5568	phos	2782
5566	phos	23439
8555	deph	246184
7471	phos	11211
6714	phos	8503
51422	phos	2309
5879	phos	5602
5515	deph	27091
5528	deph	783
4915	phos	53358
208	phos	5140
994	deph	983
5599	phos	2309
818	phos	776
23678	phos	2308
5516	deph	6198
5566	phos	2906
5568	phos	490
9475	phos	3985
4214	phos	3551
2066	phos	6776
3055	phos	2185
817	phos	781
6197	phos	3845
5507	deph	5257
1147	phos	3665
5568	phos	648044
5777	deph	695
55012	deph	207
5494	deph	6416
9475	phos	58498
5578	phos	6548
5525	deph	9254
157	phos	283160
207	phos	4793
5606	phos	6300
6197	phos	3265
2932	phos	1499
4067	phos	5291
472	phos	1111
5568	phos	6331
2770	phos	5601
898	phos	8881
1439	phos	7297
6788	phos	92597
157	phos	392391
7297	phos	6777
2869	phos	3577
157	phos	219869
4638	phos	29895
157	phos	283694
5518	deph	3654
157	phos	26341
5509	deph	163688
51701	phos	51176
53944	phos	2735
5261	phos	5836
130399	phos	4088
5535	deph	246184
5578	phos	59341
1846	deph	5594
5530	deph	775
156	phos	2833
7484	phos	8322
51701	phos	4303
5593	phos	9586
5519	deph	59284
1845	deph	5600
208	phos	2475
3716	phos	5290
5566	phos	55970
2870	phos	154
5159	phos	6464
5562	phos	100132074
5567	phos	10488
8737	phos	8517
5532	deph	8881
2534	phos	6464
7484	phos	8323
3716	phos	5291
818	phos	995
28227	deph	7137
1019	phos	5925
157	phos	79290
5568	phos	94235
5501	deph	10627
5522	deph	59284
5592	phos	23236
673	phos	5602
5566	phos	785
51384	phos	2535
5515	deph	781
4233	phos	2549
157	phos	390326
817	phos	286151
51422	phos	4303
23239	deph	208
409	phos	155
157	phos	504189
157	phos	255725
3480	phos	6464
5600	phos	1386
90673	deph	5257
5579	phos	5894
818	phos	7442
157	phos	1232
817	phos	59283
1454	phos	8864
207	phos	1147
5518	deph	786
5801	deph	5595
157	phos	125958
27102	phos	4793
5159	phos	25759
1432	phos	3726
409	phos	3579
673	phos	1432
157	phos	390649
6196	phos	7249
6714	phos	5291
157	phos	81696
5613	phos	59285
5613	phos	2791
5535	deph	4776
5501	deph	55799
54776	deph	4637
156	phos	154
5566	phos	2784
3588	phos	3716
2475	phos	8471
1460	phos	708
5567	phos	2905
5894	phos	5603
23118	phos	5609
817	phos	2317
79660	deph	163688
2268	phos	5291
5499	deph	29895
28227	deph	786
4690	phos	5062
2771	phos	5602
207	phos	84335
5499	deph	808
5159	phos	399694
3716	phos	5293
5595	phos	4090
657	phos	4093
5526	deph	786
5567	phos	6324
28227	deph	775
5526	deph	55799
5515	deph	5590
5501	deph	9586
6789	phos	2308
3563	phos	7297
1956	phos	1399
5594	phos	5321
2268	phos	23533
5515	deph	93589
5566	phos	6330
6011	phos	10803
5535	deph	29882
7481	phos	8323
1844	deph	5600
6011	phos	1234
4067	phos	5295
5588	phos	59341
1845	deph	6300
1849	deph	5599
5499	deph	93408
1956	phos	53358
5777	deph	7535
54361	phos	8325
6794	phos	4303
4085	phos	8881
11200	phos	993
6300	phos	4744
5528	deph	6262
3716	phos	6775
10298	phos	85366
2869	phos	7852
3566	phos	3717
9748	phos	5347
3717	phos	6772
8556	deph	64682
5568	phos	116444
4914	phos	57498
1432	phos	2309
6197	phos	7249
157	phos	390077
5294	phos	208
5499	deph	59285
5518	deph	59285
5613	phos	1387
5578	phos	10681
7481	phos	7855
11221	deph	5602
5527	deph	784
131890	phos	3577
6093	phos	200576
3480	phos	25759
5519	deph	27091
5568	phos	5908
5592	phos	5894
5520	deph	208
1453	phos	2737
5578	phos	3845
54361	phos	8326
2870	phos	2829
369	phos	5605
5525	deph	5502
818	phos	10368
5770	deph	8660
4914	phos	3667
816	phos	93589
3718	phos	6776
2869	phos	1236
5525	deph	784
7419	deph	4772
1848	deph	5600
7419	phos	2185
5521	deph	207
81029	phos	8321
5594	phos	6196
5594	phos	4093
5582	phos	2783
3784	phos	5613
5291	phos	842
5567	phos	2773
56924	phos	5894
85366	phos	58498
6093	phos	4636
2870	phos	10803
5613	phos	476
5777	deph	6850
157	phos	390162
5613	phos	2737
3265	phos	6300
5523	deph	6262
5530	deph	8881
10645	phos	51422
23533	phos	842
3055	phos	5296
5582	phos	51764
157	phos	26532
5613	phos	2784
5568	phos	3753
5170	phos	10000
815	phos	785
816	phos	6772
157	phos	256144
6197	phos	699
5521	deph	10368
5499	deph	2905
898	phos	51433
5599	phos	3667
1017	phos	4303
157	phos	26716
5593	phos	27345
7481	phos	8321
157	phos	23538
7473	phos	8326
5583	phos	58494
157	phos	286365
5576	phos	3991
6850	phos	5296
5594	phos	7157
5500	deph	778
27330	phos	9088
57144	phos	5604
2868	phos	10663
5522	deph	207
5519	deph	58494
2869	phos	643
84254	phos	5564
7478	phos	7855
3716	phos	5781
157	phos	79501
816	phos	4842
5566	phos	10681
2268	phos	2185
157	phos	403257
7471	phos	7976
157	phos	390429
2770	phos	1432
5058	phos	4215
695	phos	5335
5747	phos	53358
340156	phos	4636
3560	phos	3718
5296	phos	842
5594	phos	10488
5598	phos	6196
7476	phos	8325
6885	phos	5609
5613	phos	781
122809	deph	3643
27330	phos	7249
2242	phos	55558
1843	deph	5601
131890	phos	1524
5520	deph	5584
5518	deph	93589
5568	phos	5502
7535	phos	6300
5613	phos	2932
5593	phos	10242
5582	phos	5894
5595	phos	6197
156	phos	1237
80326	phos	7855
7477	phos	7976
5578	phos	5894
5519	deph	6262
157	phos	79317
5058	phos	5605
9475	phos	8396
55012	deph	784
5566	phos	3991
156	phos	2826
5567	phos	6546
5520	deph	782
3717	phos	8503
5600	phos	2308
4916	phos	53358
5613	phos	59284
4067	phos	9846
2872	phos	253314
25	phos	867
4916	phos	25759
5566	phos	59285
673	phos	5595
4067	phos	8503
5256	phos	5834
207	phos	2475
5568	phos	84152
11221	deph	6300
7297	phos	5291
5499	deph	163688
22808	phos	5594
5063	phos	8874
1019	phos	5934
11211	phos	2775
5567	phos	115
816	phos	109
1847	deph	5599
5600	phos	2005
5519	deph	775
5592	phos	1385
5566	phos	2890
5571	phos	1407
55012	deph	779
157	phos	126541
5518	deph	25937
5601	phos	2354
53632	phos	31
157	phos	391114
5294	phos	10000
5566	phos	480
6850	phos	695
5566	phos	486
51776	phos	7082
157	phos	219437
814	phos	10488
64109	phos	3716
5568	phos	5923
157	phos	26664
157	phos	390078
9451	phos	4793
5520	deph	5502
6195	phos	9088
1956	phos	6777
5613	phos	6331
6093	phos	10627
5500	deph	5255
898	phos	64682
5501	deph	51806
1848	deph	1432
5526	deph	6262
5500	deph	5260
5499	deph	2893
52	deph	1499
1956	phos	1398
5566	phos	1390
11221	deph	5595
207	phos	1386
28227	deph	6262
2268	phos	5290
5499	deph	25937
6714	phos	2909
157	phos	124538
5613	phos	1080
51384	phos	8322
5521	deph	208
5347	phos	994
208	phos	3164
6199	phos	1975
5501	deph	810
7482	phos	11211
5770	deph	1499
10454	phos	5606
54361	phos	2535
157	phos	26696
5567	phos	6332
5501	deph	2890
2773	phos	5594
4660	deph	10398
5568	phos	3991
5501	deph	116444
5509	deph	5256
5347	phos	993
5579	phos	5747
5568	phos	9254
7189	phos	5603
5535	deph	8697
1147	phos	4792
5521	deph	27091
5567	phos	466
1956	phos	25759
57144	phos	340156
157	phos	390195
207	phos	1026
5593	phos	572
5516	deph	786
5568	phos	1499
5568	phos	6548
4067	phos	6850
2932	phos	90993
5528	deph	55799
8767	phos	5603
5613	phos	9586
157	phos	390437
1460	phos	4792
5296	phos	207
5788	deph	4067
5778	deph	5601
157	phos	401993
5578	phos	648044
5499	deph	27091
801	phos	5837
2064	phos	5335
2773	phos	5602
5593	phos	2969
6300	phos	3725
5602	phos	3667
5567	phos	1385
157	phos	219469
5528	deph	10000
5880	phos	5601
2475	phos	207
50615	phos	3717
898	phos	246184
3845	phos	5594
23035	deph	10000
5499	deph	79054
5599	phos	2002
157	phos	392376
5530	deph	51433
10000	phos	2308
5568	phos	59283
816	phos	778
5566	phos	94235
7297	phos	6772
1147	phos	8660
5529	deph	785
10000	phos	3661
5519	deph	27092
54776	deph	140465
5581	phos	83700
7482	phos	8321
1441	phos	7297
5613	phos	10368
9252	phos	84699
1457	phos	708
5579	phos	84433
5568	phos	55799
5595	phos	8681
8503	phos	208
3587	phos	7297
5494	deph	5609
5580	phos	7082
5518	deph	150084
5594	phos	7249
5566	phos	492
5530	deph	4776
8555	deph	8881
5526	deph	5502
5170	phos	6198
5563	phos	100132074
5603	phos	3727
3953	phos	3717
5568	phos	480
5568	phos	775
815	phos	7442
5499	deph	55799
7479	phos	8323
5582	phos	2770
5595	phos	5321
5501	deph	1385
23118	phos	5606
1846	deph	6300
818	phos	2316
657	phos	4090
4893	phos	1432
54776	deph	29895
5515	deph	784
245711	phos	995
816	phos	7442
816	phos	781
5528	deph	10369
5523	deph	10000
157	phos	219873
5595	phos	2005
5499	deph	4633
157	phos	122740
122011	phos	2735
657	phos	4086
5594	phos	4609
5530	deph	8697
5581	phos	3667
5500	deph	801
208	phos	9882
5518	deph	783
5499	deph	2903
5567	phos	116444
6300	phos	8986
5499	deph	783
157	phos	390066
5500	deph	29895
7535	phos	27040
2242	phos	5362
3845	phos	5600
10645	phos	5562
3551	phos	8471
1455	phos	2735
7484	phos	2535
5797	deph	1500
131890	phos	1237
10000	phos	4793
10454	phos	4793
1326	phos	9020
2932	phos	2736
5568	phos	776
4214	phos	5605
7472	phos	2535
5521	deph	784
6789	phos	100132074
7473	phos	11211
5588	phos	58494
116379	phos	3716
5593	phos	10335
7525	phos	1500
5577	phos	3991
5579	phos	22800
208	phos	148327
5592	phos	90993
1843	deph	5599
3716	phos	5296
1850	deph	5601
157	phos	122742
3643	phos	399694
7477	phos	8326
5566	phos	1386
6300	phos	1649
207	phos	4794
157	phos	26682
6850	phos	8503
5535	deph	572
91	phos	4087
5778	deph	5599
5530	deph	572
6011	phos	1237
5563	phos	2308
2771	phos	5594
7483	phos	8325
156	phos	3579
2868	phos	4988
5523	deph	10369
5568	phos	2737
157	phos	1236
5522	deph	784
156	phos	2149
5516	deph	3654
4660	deph	4636
5567	phos	2783
5595	phos	3845
5525	deph	783
1956	phos	5595
2534	phos	6504
5606	phos	5603
5521	deph	7137
11200	phos	994
5567	phos	3753
613	phos	1398
4067	phos	23533
3570	phos	3718
5613	phos	9254
5566	phos	779
6714	phos	9855
5518	deph	6199
4067	phos	5336
2870	phos	1234
3551	phos	4792
3717	phos	6777
5579	phos	2793
2771	phos	5600
5579	phos	7082
7472	phos	7855
5594	phos	100132074
10459	phos	8697
5500	deph	1385
5522	deph	779
1326	phos	5604
5579	phos	2788
3570	phos	3717
5506	deph	163688
4638	phos	4636
6732	phos	6429
6300	phos	7157
2869	phos	153
817	phos	785
5602	phos	2309
54961	deph	1073
28227	deph	9254
5527	deph	59283
6446	phos	2308
4216	phos	5608
2690	phos	3717
5499	deph	1388
369	phos	5602
5515	deph	207
5522	deph	10368
5592	phos	10335
5526	deph	9254
7482	phos	8322
157	phos	442184
5593	phos	776
55844	deph	10000
208	phos	5894
157	phos	343563
5501	deph	4636
6850	phos	5295
5527	deph	55799
84867	deph	1432
5525	deph	55799
7480	phos	8324
5170	phos	100533105
1846	deph	5602
5568	phos	2891
5500	deph	2893
10000	phos	6416
3702	phos	7409
658	phos	4090
5613	phos	109
9180	phos	3716
3480	phos	5295
85366	phos	4637
5519	deph	782
5579	phos	648044
4085	phos	8697
5568	phos	5747
5613	phos	1385
54361	phos	11211
810	phos	5836
5509	deph	5260
1847	deph	5603
5603	phos	1386
157	phos	403282
5578	phos	7082
5520	deph	51135
818	phos	2891
7475	phos	11211
207	phos	5894
131890	phos	729230
5523	deph	776
157	phos	127068
5521	deph	776
6300	phos	2005
5501	deph	2903
5525	deph	782
3953	phos	3718
5516	deph	6262
89801	deph	5257
5260	phos	5836
369	phos	1432
5500	deph	93408
7099	phos	2773
5564	phos	1408
6558	phos	5613
157	phos	26737
3717	phos	5781
5515	deph	10368
157	phos	79324
5567	phos	59284
208	phos	64764
157	phos	390036
5566	phos	781
3643	phos	10603
207	phos	2932
1852	deph	5599
5894	phos	5594
5609	phos	5599
9020	phos	1147
80326	phos	7976
157	phos	402317
4085	phos	10393
10000	phos	4303
5499	deph	5610
157	phos	402135
157	phos	10803
5500	deph	808
6794	phos	5562
55844	deph	6788
9475	phos	93408
6850	phos	5335
5605	phos	5594
340156	phos	4633
55844	deph	776
8503	phos	10000
157	phos	8386
5567	phos	467
5528	deph	59285
5613	phos	784
2870	phos	729230
5562	phos	2308
5534	deph	51434
5499	deph	51806
79660	deph	801
157	phos	158131
5519	deph	50848
5582	phos	56848
50615	phos	3716
816	phos	27091
