kinase (phosphatase)	phos/deph	substrate
5520	deph	10369
5499	deph	5255
2932	phos	8313
817	phos	59284
1147	phos	4303
815	phos	10368
5604	phos	5599
983	phos	2697
6850	phos	5336
3561	phos	3716
56924	phos	5604
5516	deph	83700
5518	deph	775
5507	deph	801
5567	phos	2790
5533	deph	776
815	phos	775
3559	phos	3716
5566	phos	1499
7476	phos	7855
5618	phos	3718
4215	phos	5608
3459	phos	7297
157	phos	219960
157	phos	135946
5579	phos	60
23035	deph	208
5523	deph	55799
5507	deph	5261
5595	phos	6195
157	phos	441669
5501	deph	781
808	phos	5837
8767	phos	1432
5526	deph	776
7472	phos	8322
1432	phos	2353
5582	phos	6237
6850	phos	7410
55012	deph	786
1850	deph	5594
54361	phos	7976
5594	phos	2308
5500	deph	9451
163702	phos	7297
5747	phos	25759
207	phos	2308
5567	phos	1080
1017	phos	29915
7535	phos	5603
5568	phos	2786
1852	deph	5603
3718	phos	5291
5507	deph	2997
5532	deph	4772
157	phos	81309
157	phos	127623
4660	deph	4633
208	phos	3661
5520	deph	10000
157	phos	1234
818	phos	783
5516	deph	10369
5515	deph	55799
157	phos	26188
5532	deph	776
2932	phos	10488
3572	phos	3717
10000	phos	7249
91807	phos	4637
7475	phos	8322
5566	phos	2892
90673	deph	5260
23533	phos	2932
5523	deph	9254
5603	phos	2355
5519	deph	25937
1848	deph	6300
157	phos	143503
5294	phos	842
1454	phos	2735
4659	deph	4636
1844	deph	6300
5500	deph	2997
25	phos	399694
673	phos	5605
7189	phos	5594
5527	deph	778
7475	phos	8323
157	phos	125963
5499	deph	781
6093	phos	8395
3845	phos	6300
3718	phos	23533
6714	phos	23533
2268	phos	8503
5613	phos	116443
80824	deph	5594
157	phos	282770
5594	phos	27330
5613	phos	27091
5781	deph	7410
5567	phos	2793
9475	phos	4636
5601	phos	8061
894	phos	5933
5501	deph	10398
3717	phos	5293
5600	phos	2353
4214	phos	5609
1845	deph	5594
5613	phos	493
157	phos	81282
6237	phos	5595
5527	deph	785
1453	phos	2736
6093	phos	3985
5770	deph	8471
5506	deph	2998
157	phos	81442
4067	phos	973
5501	deph	808
5501	deph	59283
2870	phos	643
5594	phos	1386
3480	phos	5293
5516	deph	10000
6794	phos	2308
5579	phos	10681
4915	phos	3667
5567	phos	5502
5534	deph	29882
7297	phos	5781
5526	deph	10000
1432	phos	4744
5530	deph	64682
5500	deph	4637
817	phos	55799
5518	deph	10000
2057	phos	3718
157	phos	390260
5530	deph	246184
6885	phos	9020
1459	phos	3054
5567	phos	27092
55844	deph	59285
51701	phos	2308
157	phos	10663
5613	phos	5350
5599	phos	4772
5063	phos	340156
131890	phos	2833
3717	phos	6775
51384	phos	8325
7471	phos	8325
3594	phos	3718
5499	deph	2892
5595	phos	4609
4085	phos	51433
5594	phos	2005
5593	phos	27094
6850	phos	5293
814	phos	90993
5522	deph	6788
157	phos	56656
3480	phos	1499
5593	phos	4659
5593	phos	468
5567	phos	1387
816	phos	6332
5602	phos	4775
85366	phos	10398
1453	phos	5187
55844	deph	59284
815	phos	6331
6011	phos	10663
10000	phos	84699
5566	phos	84152
5613	phos	59283
10298	phos	3985
5522	deph	208
157	phos	81168
6300	phos	9261
5529	deph	783
8767	phos	5595
5577	phos	572
5567	phos	3784
3480	phos	5595
5747	phos	6464
157	phos	26533
7482	phos	8323
5529	deph	9254
9475	phos	103910
5521	deph	51135
3480	phos	5294
3568	phos	3717
7480	phos	2535
10000	phos	5140
5526	deph	10369
5523	deph	5502
157	phos	441911
26524	phos	25937
157	phos	219431
5568	phos	476
5595	phos	6093
6093	phos	79837
5580	phos	150084
387	phos	5894
2870	phos	153
6197	phos	468
23035	deph	207
5568	phos	482
1956	phos	1499
7479	phos	8321
2932	phos	896
3566	phos	7297
5507	deph	5256
5593	phos	3778
29904	phos	1938
5532	deph	64682
5578	phos	2788
3588	phos	3717
5260	phos	5834
5529	deph	10368
2475	phos	10000
29110	phos	3661
23678	phos	2309
2868	phos	2826
5500	deph	10369
5578	phos	22808
5602	phos	2002
51422	phos	1408
5595	phos	3265
7471	phos	8323
816	phos	783
5579	phos	2787
2932	phos	468
5595	phos	90993
5521	deph	786
10000	phos	9586
91807	phos	4636
5506	deph	810
122011	phos	2736
25	phos	25759
5518	deph	781
8326	phos	2775
163702	phos	3716
207	phos	148327
157	phos	26707
5593	phos	157855
5579	phos	6237
815	phos	4842
156	phos	1524
1438	phos	3716
6011	phos	1524
9475	phos	54776
5582	phos	3265
157	phos	403277
5499	deph	801
2868	phos	154
5599	phos	8471
2534	phos	53358
157	phos	128368
5603	phos	8550
340156	phos	103910
5566	phos	54331
5567	phos	468
3459	phos	3717
818	phos	9254
5533	deph	8697
5610	phos	4793
5529	deph	59283
3716	phos	5294
5291	phos	208
5568	phos	785
5566	phos	1388
5535	deph	10393
5595	phos	8605
4088	phos	659
5580	phos	58494
5525	deph	6262
55844	deph	784
157	phos	2149
815	phos	2891
5566	phos	483
5499	deph	440275
5518	deph	778
815	phos	776
1452	phos	2735
5500	deph	9254
5500	deph	4636
1843	deph	5594
5522	deph	786
207	phos	10488
6300	phos	2353
51422	phos	31
5567	phos	2785
4352	phos	7297
8325	phos	2775
5501	deph	801
5568	phos	93589
5788	deph	3055
4916	phos	399694
157	phos	390892
8555	deph	996
5515	deph	6788
5599	phos	3727
5529	deph	779
58985	phos	3718
5500	deph	93589
3598	phos	7297
5568	phos	2784
5506	deph	5260
5601	phos	8471
2870	phos	1236
5525	deph	59283
5579	phos	2791
5599	phos	2354
5568	phos	116443
157	phos	442186
5528	deph	785
5062	phos	4638
5525	deph	208
5534	deph	29945
5567	phos	5906
5499	deph	10368
5163	phos	5161
6197	phos	4893
3598	phos	3717
85366	phos	103910
157	phos	441639
5592	phos	5501
157	phos	391195
4914	phos	6464
3595	phos	3718
5579	phos	4893
5595	phos	100132074
10459	phos	25847
816	phos	6330
5592	phos	775
695	phos	5336
5499	deph	779
3654	phos	3665
2475	phos	3091
5499	deph	10627
5593	phos	778
5568	phos	3000
163688	phos	5837
5568	phos	2735
5613	phos	995
2869	phos	10663
6714	phos	2185
157	phos	390054
5566	phos	2782
1846	deph	5600
57144	phos	91807
1459	phos	100506658
7297	phos	6775
7473	phos	8324
6199	phos	6194
4067	phos	27071
5533	deph	572
157	phos	26338
89780	phos	8326
2870	phos	7852
2773	phos	6300
5568	phos	466
5499	deph	116443
5522	deph	7137
983	phos	1457
10000	phos	9882
157	phos	343406
6195	phos	7249
6416	phos	5602
1847	deph	5601
5567	phos	84699
157	phos	403284
7855	phos	2776
815	phos	2890
157	phos	219874
5594	phos	4893
4916	phos	6464
545	phos	7157
1844	deph	5595
5523	deph	778
808	phos	5834
4233	phos	1499
1432	phos	9252
81029	phos	2535
5527	deph	9254
5604	phos	572
89801	deph	5255
157	phos	81327
207	phos	3164
3977	phos	3716
5567	phos	55970
7099	phos	5595
157	phos	390327
5534	deph	51529
2932	phos	84699
4085	phos	29945
157	phos	390271
5515	deph	9254
5568	phos	9586
157	phos	81697
5566	phos	10368
5581	phos	7082
5566	phos	783
3455	phos	7297
1326	phos	1147
5515	deph	783
10000	phos	1385
5588	phos	50848
5501	deph	9451
5564	phos	4303
5613	phos	466
409	phos	153
157	phos	81328
6011	phos	643
4087	phos	658
6011	phos	1232
8517	phos	8471
9134	phos	1028
5566	phos	90993
2869	phos	10803
5500	deph	59285
8555	deph	29882
1271	phos	3718
5613	phos	775
5567	phos	116443
5501	deph	29895
6300	phos	995
5567	phos	90993
5566	phos	2791
55844	deph	778
5601	phos	2308
5528	deph	59283
5156	phos	25759
6714	phos	5293
10000	phos	3164
3594	phos	3717
6195	phos	699
157	phos	283189
5533	deph	775
5777	deph	7409
157	phos	81099
5519	deph	5502
5600	phos	2002
5592	phos	10488
5566	phos	9254
157	phos	390154
5515	deph	7137
5894	phos	5605
5528	deph	775
5500	deph	5256
5516	deph	207
2868	phos	1233
5582	phos	5335
5532	deph	775
157	phos	154
816	phos	2318
10459	phos	996
5567	phos	778
27330	phos	4893
5613	phos	84152
5594	phos	3725
5567	phos	3000
5526	deph	784
6198	phos	6194
1850	deph	5599
5582	phos	4893
157	phos	219958
5566	phos	7442
157	phos	8590
1844	deph	1432
5291	phos	5747
2932	phos	64764
5594	phos	2114
7478	phos	8326
157	phos	4991
5613	phos	7408
157	phos	343172
157	phos	219447
79660	deph	810
1454	phos	2308
3784	phos	5568
5566	phos	776
7419	deph	4776
6011	phos	1236
8792	phos	2212
5566	phos	64764
1019	phos	5933
157	phos	143502
5260	phos	5837
1956	phos	399694
3570	phos	3716
5499	deph	10413
89801	deph	801
815	phos	59283
5520	deph	776
5592	phos	27345
816	phos	9254
3784	phos	5567
5579	phos	2783
5613	phos	1386
5894	phos	1432
5566	phos	5747
3716	phos	6773
5600	phos	8061
5593	phos	5997
4659	deph	4633
9064	phos	5606
5295	phos	10000
157	phos	254973
1457	phos	100506658
815	phos	55799
91807	phos	10398
817	phos	6262
5581	phos	8471
5515	deph	775
7475	phos	7976
5515	deph	5502
1457	phos	4792
2932	phos	324
157	phos	338755
5603	phos	7157
5532	deph	10393
7483	phos	7855
7476	phos	7976
11221	deph	5600
818	phos	4842
8900	phos	1870
5594	phos	2099
993	deph	983
2534	phos	1499
5578	phos	83700
5567	phos	481
2690	phos	3718
157	phos	390144
5499	deph	140465
5613	phos	7137
5507	deph	51806
815	phos	778
3718	phos	6778
409	phos	1234
1845	deph	5599
5801	deph	5602
2869	phos	1230
5525	deph	786
1844	deph	5594
5527	deph	782
7472	phos	11211
7976	phos	2775
5582	phos	7430
5582	phos	2785
7473	phos	8322
207	phos	8517
5527	deph	27092
6093	phos	2549
817	phos	6332
1439	phos	3716
5582	phos	2771
157	phos	219477
7478	phos	8325
7480	phos	8321
6300	phos	100132074
898	phos	10393
5568	phos	2770
2057	phos	3717
157	phos	390152
5595	phos	4286
5525	deph	10000
3055	phos	5290
5506	deph	5257
5567	phos	5908
3581	phos	3718
6300	phos	7867
5613	phos	2786
5770	deph	3667
56924	phos	85366
4085	phos	64682
6011	phos	7852
5601	phos	83737
5593	phos	5350
993	deph	1019
131890	phos	2829
5595	phos	2113
4659	deph	10627
3984	phos	1072
5579	phos	83700
5579	phos	5594
5499	deph	995
1271	phos	7297
22808	phos	5595
5293	phos	10000
10110	phos	4303
2868	phos	1235
50615	phos	3718
3460	phos	7297
5588	phos	84433
6300	phos	2309
5518	deph	27091
200186	phos	10000
5613	phos	5132
5582	phos	59341
157	phos	390439
5595	phos	9475
1438	phos	3718
5594	phos	3265
2534	phos	399694
8324	phos	2776
9180	phos	3717
9134	phos	1027
79660	deph	808
55844	deph	55799
5296	phos	2932
5568	phos	468
4067	phos	974
5062	phos	85366
816	phos	10368
157	phos	338751
3560	phos	3716
5568	phos	492
90	phos	4093
5613	phos	783
1432	phos	2002
5777	deph	3717
5500	deph	783
1843	deph	5603
5532	deph	8697
5525	deph	10369
5535	deph	8881
7473	phos	8321
9475	phos	10398
5501	deph	1388
10454	phos	5601
2776	phos	1856
156	phos	1235
5501	deph	785
5507	deph	2998
7006	phos	10451
5500	deph	781
208	phos	4217
5518	deph	5502
4085	phos	246184
9475	phos	8394
5595	phos	123745
7484	phos	8324
4296	phos	5609
5606	phos	1432
5520	deph	784
5529	deph	207
54361	phos	8324
5568	phos	786
7482	phos	7976
815	phos	995
54776	deph	58498
208	phos	2308
5613	phos	2906
131890	phos	3579
9252	phos	10488
1021	phos	5925
5521	deph	783
6885	phos	6416
5594	phos	3845
3718	phos	5295
8517	phos	3667
5532	deph	4776
613	phos	6464
5565	phos	100132074
208	phos	1386
1147	phos	3667
4659	deph	58498
5801	deph	5599
5566	phos	467
7474	phos	7855
2773	phos	5595
2868	phos	2829
5519	deph	3654
80824	deph	5602
5515	deph	25937
157	phos	219981
89801	deph	810
817	phos	9254
5613	phos	7442
5567	phos	5924
8555	deph	25847
5533	deph	64682
5602	phos	7157
340156	phos	93408
6794	phos	5565
5347	phos	64506
57144	phos	3984
2870	phos	2149
7471	phos	2535
84254	phos	51422
2242	phos	1808
5564	phos	31
53632	phos	1408
89801	deph	2997
55012	deph	208
54961	deph	1072
818	phos	59285
3587	phos	3716
2064	phos	1499
3459	phos	3716
3551	phos	8660
10000	phos	2931
7483	phos	8324
5530	deph	10393
5500	deph	55799
673	phos	6300
5500	deph	148327
5592	phos	148327
5568	phos	6262
5063	phos	3985
4085	phos	51529
5613	phos	2891
5523	deph	785
9475	phos	5500
3480	phos	53358
5595	phos	2308
8556	deph	246184
10110	phos	100132074
816	phos	785
5600	phos	4747
5532	deph	246184
28227	deph	10000
5567	phos	6330
340156	phos	10627
7483	phos	7976
5507	deph	805
5598	phos	3164
5535	deph	25847
10459	phos	64682
90673	deph	5255
5613	phos	2893
5521	deph	781
5501	deph	79054
207	phos	90993
5520	deph	59283
4893	phos	5603
5583	phos	150084
1147	phos	4794
5566	phos	51764
5290	phos	208
5601	phos	1386
5062	phos	8874
5562	phos	32
896	phos	5934
5595	phos	2114
5516	deph	784
5529	deph	93589
5566	phos	2903
7477	phos	7855
8556	deph	25847
5501	deph	93408
157	phos	390431
157	phos	7932
5580	phos	50848
64109	phos	7297
817	phos	782
3595	phos	3717
5778	deph	5603
5579	phos	2775
472	phos	11200
5566	phos	2932
1460	phos	3054
898	phos	996
200186	phos	208
208	phos	4792
5578	phos	60
5582	phos	58494
5894	phos	6300
1271	phos	3716
51806	phos	5834
6558	phos	5568
5500	deph	775
5613	phos	7430
5613	phos	55970
5609	phos	5602
5579	phos	8877
6196	phos	3845
5568	phos	59285
5593	phos	1385
5613	phos	10488
5602	phos	8660
5578	phos	2791
5594	phos	3925
5529	deph	7137
817	phos	6772
6714	phos	858
5604	phos	5594
28227	deph	10369
207	phos	7249
5565	phos	4303
208	phos	5208
3480	phos	5290
1459	phos	1499
4352	phos	3716
4214	phos	6416
6300	phos	4149
10000	phos	4792
817	phos	775
7471	phos	7855
5500	deph	2998
7189	phos	5595
5501	deph	6262
5519	deph	59283
1845	deph	5603
100533105	phos	100132074
5500	deph	10368
5579	phos	59345
5501	deph	2904
5601	phos	3667
5603	phos	3725
5568	phos	486
5595	phos	1386
7484	phos	8326
5566	phos	5923
5516	deph	7137
5526	deph	208
5567	phos	10369
7046	phos	4088
157	phos	119772
2932	phos	148327
5608	phos	1432
5515	deph	786
6850	phos	5290
157	phos	219473
5601	phos	2002
5613	phos	2770
5562	phos	7249
5600	phos	1649
208	phos	2931
6382	phos	5594
157	phos	219875
5613	phos	3000
5582	phos	54331
4214	phos	8517
5501	deph	27092
157	phos	442361
1850	deph	1432
815	phos	9254
5566	phos	7494
5518	deph	785
55012	deph	27091
1432	phos	1649
5603	phos	2309
3480	phos	5335
5535	deph	51434
5595	phos	4137
5509	deph	2998
100533105	phos	2308
2475	phos	8408
3559	phos	3718
6714	phos	5294
131890	phos	1235
55844	deph	27092
157	phos	729759
5535	deph	4773
5566	phos	7408
9252	phos	468
3055	phos	2212
157	phos	390151
116379	phos	3718
5894	phos	5600
5568	phos	2787
3932	phos	7535
1847	deph	1432
5608	phos	5603
2868	phos	1234
4915	phos	10019
5527	deph	775
818	phos	6330
2771	phos	5601
80326	phos	8325
5499	deph	805
84867	deph	5595
5501	deph	163688
1850	deph	5603
5526	deph	783
5578	phos	2787
5567	phos	477
3055	phos	5747
5613	phos	148327
613	phos	867
3561	phos	7297
5613	phos	2783
5567	phos	54331
3480	phos	23533
2534	phos	7305
817	phos	778
9020	phos	8517
5603	phos	100132074
5595	phos	7249
5579	phos	2792
5499	deph	1385
5516	deph	776
5293	phos	5747
5613	phos	64764
5519	deph	10000
5533	deph	4775
5590	phos	3667
5568	phos	2793
5566	phos	2787
54361	phos	8322
5564	phos	2309
5527	deph	27091
57144	phos	9459
6850	phos	5291
1460	phos	100506658
5578	phos	94235
5516	deph	59284
3716	phos	6776
207	phos	3661
2870	phos	1232
157	phos	8383
5581	phos	50848
5534	deph	4773
157	phos	219965
7473	phos	2535
3572	phos	7297
5601	phos	2355
5566	phos	2788
157	phos	390264
3985	phos	1073
5170	phos	5586
5516	deph	781
9113	phos	10413
10110	phos	2308
5601	phos	4303
3716	phos	6778
4916	phos	3667
5594	phos	283748
5571	phos	31
6732	phos	6427
157	phos	391191
2869	phos	155
157	phos	390442
157	phos	390883
5613	phos	2782
157	phos	441608
7481	phos	8326
91807	phos	103910
1956	phos	5335
84867	deph	5600
369	phos	5600
5499	deph	775
5567	phos	1388
7189	phos	1432
3718	phos	6773
817	phos	2318
5568	phos	10369
2868	phos	1236
5600	phos	9261
5781	deph	7409
1439	phos	3718
5581	phos	150084
4638	phos	103910
5579	phos	7299
5613	phos	468
5592	phos	157855
5568	phos	2893
5500	deph	2891
6093	phos	103910
7479	phos	7976
28227	deph	27092
157	phos	340980
6093	phos	4633
2932	phos	4772
5518	deph	10369
5534	deph	25847
89780	phos	8322
90	phos	4086
5501	deph	9254
5519	deph	784
53632	phos	1407
10645	phos	53632
157	phos	390167
5602	phos	2354
3568	phos	3718
157	phos	119695
810	phos	5834
5501	deph	5261
5579	phos	58494
5568	phos	2790
5578	phos	4893
8503	phos	207
1441	phos	3716
90673	deph	2997
157	phos	26659
5500	deph	25937
27330	phos	3845
815	phos	782
2868	phos	7852
5521	deph	778
5568	phos	2771
2534	phos	55558
6093	phos	58498
7478	phos	7976
5592	phos	3778
6196	phos	468
131890	phos	2826
53832	phos	7297
2475	phos	6199
54434	deph	1073
5568	phos	2903
55844	deph	208
6850	phos	29760
5603	phos	7867
5522	deph	59283
5578	phos	5335
5567	phos	1499
5296	phos	5747
5058	phos	3984
157	phos	219865
5600	phos	3726
1849	deph	5602
5499	deph	27102
5518	deph	6262
5499	deph	5256
157	phos	391107
5613	phos	90993
5501	deph	5257
5566	phos	6324
5602	phos	3725
817	phos	59285
3588	phos	3718
815	phos	10369
1432	phos	1386
5564	phos	1407
10000	phos	468
8555	deph	51434
5588	phos	150084
816	phos	6331
5565	phos	2308
5578	phos	71
7475	phos	7855
2868	phos	729230
2690	phos	3716
5613	phos	786
6300	phos	9252
10459	phos	51433
208	phos	100132074
5522	deph	9254
5568	phos	23439
5613	phos	51764
5500	deph	10413
157	phos	219464
5525	deph	27092
4638	phos	10627
6195	phos	3265
156	phos	1230
5501	deph	782
369	phos	6300
7472	phos	8325
5582	phos	2773
1147	phos	5971
28227	deph	5502
55012	deph	781
815	phos	2318
1850	deph	5595
5594	phos	2309
814	phos	1388
5580	phos	8660
6732	phos	6432
5257	phos	5837
5170	phos	10110
5579	phos	3265
25	phos	1399
157	phos	4995
122011	phos	2737
3718	phos	5290
5532	deph	4773
5604	phos	5602
5525	deph	779
5515	deph	150084
5594	phos	596
55844	deph	93589
1852	deph	5600
5566	phos	6331
5532	deph	29945
5516	deph	10368
157	phos	283093
1847	deph	5594
10000	phos	5208
10000	phos	5139
5592	phos	1386
9175	phos	5609
90673	deph	5261
5529	deph	776
207	phos	6416
1843	deph	1432
5566	phos	5502
90673	deph	163688
4659	deph	4637
5520	deph	59284
157	phos	283159
79660	deph	5255
5500	deph	116444
3601	phos	7297
5594	phos	6772
5584	phos	56288
157	phos	125962
131890	phos	153
3480	phos	8503
6093	phos	8396
5499	deph	59283
157	phos	26496
9475	phos	2549
5599	phos	1386
5170	phos	5590
5525	deph	93589
100506012	deph	4217
208	phos	4193
51701	phos	100132074
157	phos	2829
5256	phos	5836
157	phos	1524
4690	phos	57144
4352	phos	3718
8440	phos	5058
5778	deph	5595
4067	phos	930
5592	phos	778
157	phos	391211
80326	phos	8323
5894	phos	5970
6199	phos	3667
3717	phos	5290
1845	deph	5595
157	phos	26245
157	phos	1230
6237	phos	5594
5527	deph	786
5500	deph	27091
10000	phos	1147
53632	phos	4303
207	phos	4193
815	phos	27092
7481	phos	11211
5594	phos	1385
157	phos	138882
2932	phos	2997
5519	deph	6199
157	phos	219428
157	phos	79310
4690	phos	56924
7480	phos	8325
5566	phos	775
5613	phos	478
5509	deph	5255
2475	phos	25989
5528	deph	9254
6093	phos	5500
5594	phos	4303
5501	deph	64764
5568	phos	2892
5528	deph	5502
983	phos	29915
5499	deph	84699
208	phos	468
5500	deph	2892
1456	phos	2735
5568	phos	2791
51701	phos	2309
5522	deph	6262
814	phos	1387
5607	phos	5598
89801	deph	5261
5598	phos	27330
5499	deph	2891
5590	phos	56288
5880	phos	5599
157	phos	81318
2775	phos	1857
80326	phos	11211
5156	phos	5335
9475	phos	10627
208	phos	4303
5788	deph	2534
9475	phos	29895
5499	deph	468
157	phos	120065
4915	phos	25970
3784	phos	6558
6558	phos	5566
207	phos	4846
5567	phos	1386
10000	phos	84335
5613	phos	492
5533	deph	51529
8767	phos	5599
815	phos	6330
5520	deph	27092
5567	phos	5350
5613	phos	778
5568	phos	7494
3716	phos	8503
5518	deph	5584
3716	phos	6777
10298	phos	3984
5500	deph	2905
2771	phos	5595
2870	phos	2826
5594	phos	4137
7480	phos	8326
817	phos	2890
208	phos	4846
7479	phos	7855
157	phos	3577
5291	phos	10000
3568	phos	3716
3480	phos	5336
7474	phos	11211
5568	phos	995
23533	phos	10000
5566	phos	2771
5594	phos	2697
5568	phos	477
1432	phos	9261
5568	phos	148327
207	phos	1326
157	phos	219968
5602	phos	8061
5530	deph	4775
5062	phos	5604
5568	phos	109
89801	deph	5256
5516	deph	208
8900	phos	1869
7479	phos	8326
2773	phos	5601
815	phos	6262
5500	deph	785
10000	phos	4794
157	phos	401994
157	phos	26735
5566	phos	84699
3718	phos	5781
3597	phos	3717
5156	phos	5336
7046	phos	4087
5290	phos	207
5063	phos	85366
3566	phos	3716
818	phos	2317
5613	phos	54331
5578	phos	2790
815	phos	2316
5567	phos	7137
5578	phos	51764
5566	phos	10488
131890	phos	2149
157	phos	219870
1432	phos	4741
157	phos	126370
8835	deph	3643
5528	deph	27092
3597	phos	7297
8321	phos	2775
5603	phos	9261
157	phos	26189
7855	phos	2775
3265	phos	5594
163702	phos	3717
5499	deph	786
157	phos	390061
2932	phos	595
5583	phos	7082
7483	phos	11211
2242	phos	5361
5592	phos	5330
55844	deph	5590
53632	phos	32
5613	phos	2775
131890	phos	1232
5567	phos	2890
7099	phos	2770
2932	phos	2735
2868	phos	153
818	phos	109
23533	phos	208
157	phos	127064
27330	phos	699
5500	deph	2904
5599	phos	4088
5594	phos	9475
5290	phos	842
5600	phos	9252
3055	phos	9846
5515	deph	778
818	phos	779
5578	phos	5747
4088	phos	657
3459	phos	3718
90673	deph	810
5568	phos	782
7477	phos	8321
101930123	phos	1938
6093	phos	6548
157	phos	390174
157	phos	162998
5583	phos	83700
5520	deph	5590
5592	phos	5500
4659	deph	93408
55844	deph	785
5501	deph	140465
7480	phos	7976
5523	deph	781
5534	deph	8697
3643	phos	25759
157	phos	120775
5519	deph	7137
2268	phos	5293
1843	deph	5595
1844	deph	5599
8900	phos	5925
149233	phos	3716
5567	phos	2786
56924	phos	4638
157	phos	26333
2475	phos	1978
5601	phos	3726
5595	phos	64764
5601	phos	4775
5516	deph	59283
5529	deph	778
8517	phos	4793
5568	phos	10681
5568	phos	2783
8556	deph	29882
156	phos	10803
4067	phos	5335
51422	phos	2308
5879	phos	5601
5792	deph	8471
5528	deph	784
5516	deph	150084
5534	deph	572
5290	phos	5747
5501	deph	58498
1020	phos	4137
5163	phos	5160
5613	phos	115
3598	phos	3718
157	phos	390037
7483	phos	2535
5568	phos	493
3611	phos	208
157	phos	391194
5568	phos	1386
817	phos	786
89801	deph	163688
5602	phos	1386
5579	phos	2771
5568	phos	5906
5592	phos	776
84254	phos	53632
5499	deph	778
817	phos	7442
8900	phos	990
5613	phos	5924
5521	deph	25937
85366	phos	10627
4067	phos	5296
5516	deph	10413
5568	phos	6330
7484	phos	7855
2770	phos	5602
5567	phos	783
5603	phos	4747
10000	phos	842
56924	phos	340156
1453	phos	8864
5527	deph	5502
3055	phos	8503
2775	phos	1856
7297	phos	6774
4690	phos	10298
5527	deph	6262
51701	phos	83439
10000	phos	2475
5533	deph	29945
7099	phos	2771
5582	phos	83700
5506	deph	51806
6195	phos	4893
1846	deph	5595
3643	phos	6464
817	phos	779
5566	phos	2792
5601	phos	8660
5580	phos	3667
6850	phos	930
84254	phos	5565
5578	phos	2783
55012	deph	10368
9252	phos	148327
3845	phos	5595
5568	phos	359
4638	phos	58498
157	phos	81341
53833	phos	7297
3594	phos	7297
5529	deph	27092
5594	phos	7068
2870	phos	3579
208	phos	6416
5595	phos	596
5567	phos	109
9180	phos	7297
5532	deph	29882
658	phos	4093
5566	phos	784
207	phos	2931
5578	phos	22800
5515	deph	782
7535	phos	3937
157	phos	4994
5532	deph	84152
5500	deph	116443
28227	deph	93589
7474	phos	7976
5523	deph	207
3590	phos	7297
5522	deph	25937
10298	phos	4638
157	phos	219429
1454	phos	8863
5527	deph	7137
5801	deph	5594
5518	deph	83700
5535	deph	64682
5520	deph	6788
5894	phos	4790
5582	phos	2791
55012	deph	55799
5599	phos	4303
157	phos	390191
1432	phos	2354
6885	phos	5601
6714	phos	5290
5567	phos	3991
157	phos	138804
5534	deph	51433
10459	phos	51434
10000	phos	90993
54776	deph	4636
156	phos	153
9475	phos	5501
5567	phos	10681
816	phos	27092
2534	phos	5362
157	phos	390155
5567	phos	2904
5894	phos	5604
5879	phos	5599
5533	deph	8881
814	phos	64764
157	phos	26692
2868	phos	1230
472	phos	7157
80326	phos	8321
5567	phos	779
5601	phos	4088
494551	phos	983
5582	phos	2782
815	phos	2317
1843	deph	6300
898	phos	5925
814	phos	1385
7481	phos	8325
4660	deph	103910
5566	phos	5906
2534	phos	25759
5881	phos	5602
6789	phos	2309
6011	phos	3579
157	phos	138805
157	phos	343173
10298	phos	5894
5566	phos	2891
7481	phos	8324
1844	deph	5601
1845	deph	1432
817	phos	995
818	phos	785
5518	deph	5590
208	phos	572
7475	phos	8321
157	phos	26531
5593	phos	5499
1111	phos	993
157	phos	134083
5566	phos	27092
5156	phos	399694
28227	deph	208
6382	phos	5595
5567	phos	59345
5519	deph	93589
3716	phos	6772
3702	phos	10451
157	phos	26689
3566	phos	3718
3551	phos	4794
208	phos	10488
5501	deph	776
5501	deph	103910
673	phos	5603
207	phos	4303
5495	deph	6885
157	phos	392138
5595	phos	2353
157	phos	343169
5595	phos	800
2770	phos	5600
81029	phos	8323
2869	phos	2829
5602	phos	3726
5566	phos	478
5291	phos	207
369	phos	5599
5518	deph	58494
157	phos	81470
5515	deph	286151
11221	deph	5601
157	phos	119749
5613	phos	776
91807	phos	58498
5582	phos	2790
9252	phos	1386
6850	phos	3937
26524	phos	10413
5567	phos	486
7473	phos	7976
131890	phos	7852
818	phos	10369
2535	phos	2775
157	phos	391189
815	phos	779
3718	phos	6777
7189	phos	6300
5801	deph	5603
2869	phos	1237
5613	phos	6323
157	phos	122748
440275	phos	1965
1848	deph	5601
1849	deph	1432
5582	phos	2784
5594	phos	6197
157	phos	401665
5594	phos	255189
5593	phos	1388
1439	phos	3717
5567	phos	2770
5530	deph	29882
6714	phos	7442
51806	phos	5836
5613	phos	477
1326	phos	3551
1020	phos	1742
208	phos	5139
2057	phos	3716
5525	deph	776
7525	phos	2534
5519	deph	83700
5613	phos	483
56924	phos	91807
55844	deph	9254
5506	deph	5256
5494	deph	5606
5613	phos	2787
1017	phos	1459
815	phos	786
613	phos	53358
5582	phos	8877
5568	phos	1388
896	phos	5925
1438	phos	3717
5578	phos	56848
5613	phos	2771
10298	phos	91807
3984	phos	1073
157	phos	390181
4915	phos	6464
5499	deph	6262
5567	phos	2735
7482	phos	8325
5603	phos	2002
1454	phos	5187
5522	deph	3654
4217	phos	5606
6794	phos	53632
157	phos	390199
5595	phos	2872
5156	phos	53358
207	phos	9882
51384	phos	7976
5566	phos	7430
157	phos	26595
3643	phos	867
